page,transdate,team,transaction
/players/anthony-morris-morrian01,09/28/2015,Oakland (NFL),Waived from Injured Reserve
/players/anthony-morris-morrian01,09/06/2015,Oakland (NFL),Placed on Injured Reserve (Undisclosed)
/players/anthony-morris-morrian01,09/05/2015,Oakland (NFL),Waived (injured)
/players/anthony-morris-morrian01,05/12/2015,Oakland (NFL),Signed
/players/hayes-pullard-pullaha01,08/31/2019,Philadelphia (NFL),Released
/players/hayes-pullard-pullaha01,08/27/2019,Philadelphia (NFL),Signed
/players/hayes-pullard-pullaha01,08/25/2019,Arizona (NFL),Released
/players/hayes-pullard-pullaha01,08/02/2019,Arizona (NFL),Signed
/players/hayes-pullard-pullaha01,10/30/2018,LA Chargers (NFL),Signed
/players/hayes-pullard-pullaha01,09/02/2018,LA Chargers (NFL),Waived
/players/hayes-pullard-pullaha01,09/04/2017,LA Chargers (NFL),Acquired via waivers (from the Jacksonville Jaguars)
/players/hayes-pullard-pullaha01,09/03/2017,Jacksonville (NFL),Waived
/players/hayes-pullard-pullaha01,10/28/2015,Jacksonville (NFL),Signed from the Cleveland Browns practice squad
/players/hayes-pullard-pullaha01,09/06/2015,Cleveland (NFL),Signed to the Practice Squad
/players/hayes-pullard-pullaha01,09/05/2015,Cleveland (NFL),Waived
/players/hayes-pullard-pullaha01,05/18/2015,Cleveland (NFL),Signed
/players/neal-sterling-sterlne01,07/24/2019,Kansas City (NFL),Released
/players/neal-sterling-sterlne01,06/13/2019,Kansas City (NFL),Signed
/players/neal-sterling-sterlne01,06/11/2019,NY Jets (NFL),Released
/players/neal-sterling-sterlne01,03/25/2019,NY Jets (NFL),Re-signed
/players/neal-sterling-sterlne01,11/10/2018,NY Jets (NFL),Placed on Injured Reserve (Concussion)
/players/neal-sterling-sterlne01,04/16/2018,NY Jets (NFL),Re-signed
/players/neal-sterling-sterlne01,10/25/2017,NY Jets (NFL),Signed from the Kansas City Chiefs practice squad
/players/neal-sterling-sterlne01,10/07/2017,Kansas City (NFL),Signed to the Practice Squad
/players/neal-sterling-sterlne01,10/05/2017,NY Jets (NFL),Waived
/players/neal-sterling-sterlne01,09/06/2017,NY Jets (NFL),Signed
/players/neal-sterling-sterlne01,09/03/2017,Jacksonville (NFL),Waived
/players/neal-sterling-sterlne01,10/20/2015,Jacksonville (NFL),Signed to the Active Roster from the Practice Squad
/players/neal-sterling-sterlne01,09/06/2015,Jacksonville (NFL),Signed to the Practice Squad
/players/neal-sterling-sterlne01,09/04/2015,Jacksonville (NFL),Waived
/players/neal-sterling-sterlne01,05/13/2015,Jacksonville (NFL),Signed
/players/andre-debose-debosan01,08/16/2016,Indianapolis (NFL),Waived
/players/andre-debose-debosan01,07/31/2016,Indianapolis (NFL),Signed
/players/andre-debose-debosan01,06/03/2016,Oakland (NFL),Waived from Injured Reserve
/players/andre-debose-debosan01,05/25/2016,Oakland (NFL),Placed on Injured Reserve (Undisclosed)
/players/andre-debose-debosan01,05/24/2016,Oakland (NFL),Waived (injured)
/players/andre-debose-debosan01,06/04/2015,Oakland (NFL),Placed on Injured Reserve (Achilles)
/players/andre-debose-debosan01,06/03/2015,Oakland (NFL),Waived (injured)
/players/andre-debose-debosan01,05/12/2015,Oakland (NFL),Signed
/players/austin-reiter-reiteau01,05/10/2022,Kansas City (NFL),Signed
/players/austin-reiter-reiteau01,05/09/2022,Kansas City (NFL),Released
/players/austin-reiter-reiteau01,03/24/2022,Kansas City (NFL),Signed
/players/austin-reiter-reiteau01,12/21/2021,LA Rams (NFL),Released from the Practice Squad
/players/austin-reiter-reiteau01,12/20/2021,LA Rams (NFL),Signed to the Practice Squad
/players/austin-reiter-reiteau01,12/14/2021,Miami (NFL),Waived
/players/austin-reiter-reiteau01,10/05/2021,Miami (NFL),Signed from the New Orleans Saints practice squad
/players/austin-reiter-reiteau01,09/27/2021,New Orleans (NFL),Returned to the Practice Squad
/players/austin-reiter-reiteau01,09/25/2021,New Orleans (NFL),Signed to the Active Roster from the Practice Squad
/players/austin-reiter-reiteau01,09/20/2021,New Orleans (NFL),Returned to the Practice Squad
/players/austin-reiter-reiteau01,09/18/2021,New Orleans (NFL),Signed to the Active Roster from the Practice Squad
/players/austin-reiter-reiteau01,09/15/2021,New Orleans (NFL),Signed to the Practice Squad
/players/austin-reiter-reiteau01,09/03/2018,Kansas City (NFL),Acquired via waivers (from the Cleveland Browns)
/players/austin-reiter-reiteau01,09/02/2018,Cleveland (NFL),Waived
/players/austin-reiter-reiteau01,04/16/2018,Cleveland (NFL),Re-signed
/players/austin-reiter-reiteau01,10/10/2016,Cleveland (NFL),Placed on Injured Reserve (Knee)
/players/austin-reiter-reiteau01,09/20/2016,Cleveland (NFL),Signed from the Washington Redskins practice squad
/players/austin-reiter-reiteau01,09/15/2016,Washington (NFL),Signed to the Practice Squad
/players/austin-reiter-reiteau01,09/13/2016,Washington (NFL),Waived
/players/austin-reiter-reiteau01,01/11/2016,Washington (NFL),Signed to a future contract
/players/austin-reiter-reiteau01,09/29/2015,Washington (NFL),Signed to the Practice Squad
/players/austin-reiter-reiteau01,09/05/2015,Washington (NFL),Waived
/players/austin-reiter-reiteau01,05/11/2015,Washington (NFL),Signed
/players/deon-simon-simonde01,01/22/2020,Dallas (XFL),Waived
/players/deon-simon-simonde01,08/31/2019,Green Bay (NFL),Waived
/players/deon-simon-simonde01,12/31/2018,Green Bay (NFL),Signed to a future contract
/players/deon-simon-simonde01,11/12/2018,Green Bay (NFL),Signed to the Practice Squad
/players/deon-simon-simonde01,11/10/2018,Green Bay (NFL),Released from the Practice Squad
/players/deon-simon-simonde01,09/29/2018,Green Bay (NFL),Signed to the Practice Squad
/players/deon-simon-simonde01,09/25/2018,Tennessee (NFL),Released from the Practice Squad
/players/deon-simon-simonde01,09/03/2018,Tennessee (NFL),Signed to the Practice Squad
/players/deon-simon-simonde01,09/01/2018,NY Jets (NFL),Waived
/players/deon-simon-simonde01,12/27/2017,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/deon-simon-simonde01,09/03/2017,NY Jets (NFL),Signed to the Practice Squad
/players/deon-simon-simonde01,09/02/2017,NY Jets (NFL),Waived
/players/deon-simon-simonde01,01/05/2016,NY Jets (NFL),Signed to a future contract
/players/deon-simon-simonde01,10/01/2015,NY Jets (NFL),Signed to the Practice Squad
/players/deon-simon-simonde01,09/30/2015,NY Jets (NFL),Waived
/players/deon-simon-simonde01,05/07/2015,NY Jets (NFL),Signed
/players/bryce-hager-hagerbr02,11/03/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/bryce-hager-hagerbr02,11/02/2020,NY Jets (NFL),Returned to the Practice Squad
/players/bryce-hager-hagerbr02,10/31/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/bryce-hager-hagerbr02,10/26/2020,NY Jets (NFL),Returned to the Practice Squad
/players/bryce-hager-hagerbr02,10/24/2020,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
/players/bryce-hager-hagerbr02,09/23/2020,NY Jets (NFL),Signed to the Practice Squad
/players/bryce-hager-hagerbr02,08/23/2020,Las Vegas (NFL),Released
/players/bryce-hager-hagerbr02,08/07/2020,Las Vegas (NFL),Signed
/players/bryce-hager-hagerbr02,11/12/2019,LA Rams (NFL),Placed on Injured Reserve (Shoulder)
/players/bryce-hager-hagerbr02,05/06/2019,LA Rams (NFL),Re-signed
/players/bryce-hager-hagerbr02,06/12/2015,St. Louis (NFL),Signed
/players/jake-rodgers-rodgeja03,12/07/2020,Baltimore (NFL),Waived
/players/jake-rodgers-rodgeja03,11/25/2020,Baltimore (NFL),Acquired via waivers (from the Denver Broncos)
/players/jake-rodgers-rodgeja03,11/24/2020,Denver (NFL),Waived
/players/jake-rodgers-rodgeja03,10/10/2020,Denver (NFL),Signed to the Active Roster from the Practice Squad
/players/jake-rodgers-rodgeja03,10/02/2020,Denver (NFL),Returned to the Practice Squad
/players/jake-rodgers-rodgeja03,10/01/2020,Denver (NFL),Signed to the Active Roster from the Practice Squad
/players/jake-rodgers-rodgeja03,09/06/2020,Denver (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,09/05/2020,Denver (NFL),Waived
/players/jake-rodgers-rodgeja03,04/23/2020,Denver (NFL),Re-signed
/players/jake-rodgers-rodgeja03,09/14/2019,Denver (NFL),Signed
/players/jake-rodgers-rodgeja03,09/03/2019,Denver (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,09/01/2019,Denver (NFL),Waived
/players/jake-rodgers-rodgeja03,04/22/2019,Denver (NFL),Signed
/players/jake-rodgers-rodgeja03,12/12/2018,Baltimore (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,09/01/2018,Pittsburgh (NFL),Waived
/players/jake-rodgers-rodgeja03,05/02/2018,Pittsburgh (NFL),Acquired via waivers (from the Houston Texans)
/players/jake-rodgers-rodgeja03,05/01/2018,Houston (NFL),Waived
/players/jake-rodgers-rodgeja03,01/01/2018,Houston (NFL),Signed to a future contract
/players/jake-rodgers-rodgeja03,12/21/2017,Houston (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,12/19/2017,Pittsburgh (NFL),Released from the Practice Squad
/players/jake-rodgers-rodgeja03,11/20/2017,Pittsburgh (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,11/17/2017,LA Chargers (NFL),Released from the Practice Squad
/players/jake-rodgers-rodgeja03,11/15/2017,LA Chargers (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,11/06/2017,Pittsburgh (NFL),Released from the Practice Squad
/players/jake-rodgers-rodgeja03,10/18/2017,Pittsburgh (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,09/26/2017,Pittsburgh (NFL),Released from the Practice Squad
/players/jake-rodgers-rodgeja03,09/20/2017,Pittsburgh (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,09/02/2017,Pittsburgh (NFL),Waived
/players/jake-rodgers-rodgeja03,05/05/2017,Pittsburgh (NFL),Signed
/players/jake-rodgers-rodgeja03,05/02/2017,Carolina (NFL),Waived
/players/jake-rodgers-rodgeja03,01/03/2017,Carolina (NFL),Signed to a future contract
/players/jake-rodgers-rodgeja03,12/13/2016,Carolina (NFL),Released from the Practice Squad
/players/jake-rodgers-rodgeja03,11/29/2016,Carolina (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,09/12/2016,NY Giants (NFL),Waived from Injured Reserve
/players/jake-rodgers-rodgeja03,09/04/2016,NY Giants (NFL),Placed on Injured Reserve (Ankle)
/players/jake-rodgers-rodgeja03,09/03/2016,NY Giants (NFL),Waived (injured)
/players/jake-rodgers-rodgeja03,01/04/2016,NY Giants (NFL),Signed to a future contract
/players/jake-rodgers-rodgeja03,12/08/2015,NY Giants (NFL),Signed to the Practice Squad
/players/jake-rodgers-rodgeja03,09/04/2015,Atlanta (NFL),Waived
/players/jake-rodgers-rodgeja03,05/09/2015,Atlanta (NFL),Signed
/players/bobby-hart-hartbo01,04/11/2022,Buffalo (NFL),Re-signed
/players/bobby-hart-hartbo01,12/27/2021,Buffalo (NFL),Returned to the Practice Squad
/players/bobby-hart-hartbo01,12/27/2021,Buffalo (NFL),Signed to the Active Roster from the Practice Squad
/players/bobby-hart-hartbo01,12/24/2021,Buffalo (NFL),Restored to the Practice Squad
/players/bobby-hart-hartbo01,12/24/2021,Buffalo (NFL),Signed to the Active Roster from the Practice Squad
/players/bobby-hart-hartbo01,12/20/2021,Buffalo (NFL),Placed on Practice Squad/COVID-19 List
/players/bobby-hart-hartbo01,12/09/2021,Buffalo (NFL),Signed to the Practice Squad
/players/bobby-hart-hartbo01,12/07/2021,Buffalo (NFL),Waived
/players/bobby-hart-hartbo01,11/19/2021,Buffalo (NFL),Signed from the Tennessee Titans practice squad
/players/bobby-hart-hartbo01,11/17/2021,Tennessee (NFL),Signed to the Practice Squad
/players/bobby-hart-hartbo01,11/15/2021,Tennessee (NFL),Waived
/players/bobby-hart-hartbo01,10/20/2021,Tennessee (NFL),Signed from the Buffalo Bills practice squad
/players/bobby-hart-hartbo01,09/22/2021,Buffalo (NFL),Signed to the Practice Squad
/players/bobby-hart-hartbo01,09/20/2021,Miami (NFL),Released from the Practice Squad
/players/bobby-hart-hartbo01,09/07/2021,Miami (NFL),Signed to the Practice Squad
/players/bobby-hart-hartbo01,08/31/2021,Buffalo (NFL),Released
/players/bobby-hart-hartbo01,03/30/2021,Buffalo (NFL),Signed
/players/bobby-hart-hartbo01,03/19/2021,Cincinnati (NFL),Released
/players/bobby-hart-hartbo01,02/14/2018,Cincinnati (NFL),Signed
/players/bobby-hart-hartbo01,02/09/2018,NY Giants (NFL),Waived
/players/bobby-hart-hartbo01,02/05/2018,NY Giants (NFL),Placed on Injured Reserve (Undisclosed)
/players/bobby-hart-hartbo01,12/30/2017,NY Giants (NFL),Waived (injured)
/players/bobby-hart-hartbo01,05/07/2015,NY Giants (NFL),Signed
/players/martin-ifedi-ifedima01,03/09/2020,Seattle (XFL),Signed
/players/martin-ifedi-ifedima01,01/22/2020,Seattle (XFL),Waived
/players/martin-ifedi-ifedima01,01/08/2020,Seattle (XFL),Signed
/players/martin-ifedi-ifedima01,03/20/2019,Memphis (AAF),Signed
/players/martin-ifedi-ifedima01,04/10/2018,Atlanta (NFL),Waived
/players/martin-ifedi-ifedima01,09/03/2017,Atlanta (NFL),Placed on Injured Reserve (Ankle)
/players/martin-ifedi-ifedima01,09/01/2017,Atlanta (NFL),Waived (injured)
/players/martin-ifedi-ifedima01,06/15/2017,Atlanta (NFL),Signed
/players/martin-ifedi-ifedima01,04/30/2017,Atlanta (NFL),Waived
/players/martin-ifedi-ifedima01,02/08/2017,Atlanta (NFL),Signed to a future contract
/players/martin-ifedi-ifedima01,12/27/2016,Atlanta (NFL),Signed to the Practice Squad
/players/martin-ifedi-ifedima01,08/28/2016,Tampa Bay (NFL),Waived
/players/martin-ifedi-ifedima01,08/05/2016,Tampa Bay (NFL),Signed
/players/martin-ifedi-ifedima01,05/02/2016,Tampa Bay (NFL),Waived
/players/martin-ifedi-ifedima01,01/04/2016,Tampa Bay (NFL),Signed to a future contract
/players/martin-ifedi-ifedima01,11/10/2015,Tampa Bay (NFL),Signed to the Practice Squad
/players/martin-ifedi-ifedima01,09/05/2015,St. Louis (NFL),Waived
/players/martin-ifedi-ifedima01,06/12/2015,St. Louis (NFL),Signed
/players/austin-shepherd-shephau01,09/02/2017,Minnesota (NFL),Waived
/players/austin-shepherd-shephau01,01/02/2017,Minnesota (NFL),Signed to a future contract
/players/austin-shepherd-shephau01,10/25/2016,Minnesota (NFL),Signed to the Practice Squad
/players/austin-shepherd-shephau01,10/19/2016,Pittsburgh (NFL),Released from the Practice Squad
/players/austin-shepherd-shephau01,10/11/2016,Pittsburgh (NFL),Signed to the Practice Squad
/players/austin-shepherd-shephau01,09/20/2016,San Diego (NFL),Released from the Practice Squad
/players/austin-shepherd-shephau01,09/04/2016,San Diego (NFL),Signed to the Practice Squad
/players/austin-shepherd-shephau01,08/30/2016,Minnesota (NFL),Waived
/players/austin-shepherd-shephau01,05/07/2015,Minnesota (NFL),Signed
/players/ben-koyack-koyacbe01,10/09/2019,Jacksonville (NFL),Signed
/players/ben-koyack-koyacbe01,09/01/2019,Jacksonville (NFL),Released
/players/ben-koyack-koyacbe01,11/13/2018,Jacksonville (NFL),Signed
/players/ben-koyack-koyacbe01,09/08/2018,Jacksonville (NFL),Waived from Injured Reserve
/players/ben-koyack-koyacbe01,09/02/2018,Jacksonville (NFL),Placed on Injured Reserve (Undisclosed)
/players/ben-koyack-koyacbe01,09/01/2018,Jacksonville (NFL),Waived (injured)
/players/ben-koyack-koyacbe01,03/22/2018,Jacksonville (NFL),Re-signed
/players/ben-koyack-koyacbe01,01/04/2016,Jacksonville (NFL),Signed to a future contract
/players/ben-koyack-koyacbe01,09/06/2015,Jacksonville (NFL),Signed to the Practice Squad
/players/ben-koyack-koyacbe01,09/04/2015,Jacksonville (NFL),Waived
/players/ben-koyack-koyacbe01,05/14/2015,Jacksonville (NFL),Signed
/players/marcus-murphy-murphma06,12/06/2021,Saskatchewan (CFL),Released from the Practice Squad
/players/marcus-murphy-murphma06,09/10/2021,Saskatchewan (CFL),Signed to the Practice Squad
/players/marcus-murphy-murphma06,09/04/2021,Saskatchewan (CFL),Placed on Injured Reserve
/players/marcus-murphy-murphma06,06/07/2021,Saskatchewan (CFL),Signed
/players/marcus-murphy-murphma06,05/04/2020,Carolina (NFL),Released
/players/marcus-murphy-murphma06,12/30/2019,Carolina (NFL),Signed to a future contract
/players/marcus-murphy-murphma06,08/31/2019,Buffalo (NFL),Released
/players/marcus-murphy-murphma06,12/18/2018,Buffalo (NFL),Placed on Injured Reserve (Elbow)
/players/marcus-murphy-murphma06,12/26/2017,Buffalo (NFL),Signed to the Active Roster from the Practice Squad
/players/marcus-murphy-murphma06,11/06/2017,Buffalo (NFL),Signed to the Practice Squad
/players/marcus-murphy-murphma06,10/24/2017,Indianapolis (NFL),Released from the Practice Squad
/players/marcus-murphy-murphma06,10/10/2017,Indianapolis (NFL),Signed to the Practice Squad
/players/marcus-murphy-murphma06,10/03/2017,NY Jets (NFL),Released from the Practice Squad
/players/marcus-murphy-murphma06,09/04/2017,NY Jets (NFL),Signed to the Practice Squad
/players/marcus-murphy-murphma06,09/03/2017,NY Jets (NFL),Waived
/players/marcus-murphy-murphma06,07/27/2017,NY Jets (NFL),Acquired via waivers (from the New Orleans Saints)
/players/marcus-murphy-murphma06,07/26/2017,New Orleans (NFL),Waived
/players/marcus-murphy-murphma06,12/16/2015,New Orleans (NFL),Placed on Injured Reserve (Ankle)
/players/marcus-murphy-murphma06,05/11/2015,New Orleans (NFL),Signed
/players/joey-iosefa-iosefjo01,09/03/2016,New England (NFL),Waived
/players/joey-iosefa-iosefjo01,05/13/2016,New England (NFL),Signed
/players/joey-iosefa-iosefjo01,05/06/2016,New England (NFL),Waived
/players/joey-iosefa-iosefjo01,01/25/2016,New England (NFL),Signed to a future contract
/players/joey-iosefa-iosefjo01,12/30/2015,New England (NFL),Signed to the Practice Squad
/players/joey-iosefa-iosefjo01,12/28/2015,New England (NFL),Waived
/players/joey-iosefa-iosefjo01,12/19/2015,New England (NFL),Signed to the Active Roster from the Practice Squad
/players/joey-iosefa-iosefjo01,10/21/2015,New England (NFL),Signed to the Practice Squad
/players/joey-iosefa-iosefjo01,08/30/2015,Tampa Bay (NFL),Waived
/players/joey-iosefa-iosefjo01,05/12/2015,Tampa Bay (NFL),Signed
/players/edmond-robinson-robined06,01/03/2022,Seattle (NFL),Returned to the Practice Squad
/players/edmond-robinson-robined06,01/01/2022,Seattle (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,12/27/2021,Seattle (NFL),Returned to the Practice Squad
/players/edmond-robinson-robined06,12/25/2021,Seattle (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,12/13/2021,Seattle (NFL),Returned to the Practice Squad
/players/edmond-robinson-robined06,12/11/2021,Seattle (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,11/17/2021,Seattle (NFL),Signed to the Practice Squad
/players/edmond-robinson-robined06,08/24/2021,NY Jets (NFL),Released
/players/edmond-robinson-robined06,08/07/2021,NY Jets (NFL),Signed
/players/edmond-robinson-robined06,11/10/2020,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,11/09/2020,Atlanta (NFL),Returned to the Practice Squad
/players/edmond-robinson-robined06,11/07/2020,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,10/29/2020,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,10/26/2020,Atlanta (NFL),Returned to the Practice Squad
/players/edmond-robinson-robined06,10/24/2020,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,10/20/2020,Atlanta (NFL),Returned to the Practice Squad
/players/edmond-robinson-robined06,10/17/2020,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,10/12/2020,Atlanta (NFL),Returned to the Practice Squad
/players/edmond-robinson-robined06,10/10/2020,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,09/28/2020,Atlanta (NFL),Returned to the Practice Squad
/players/edmond-robinson-robined06,09/26/2020,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,09/06/2020,Atlanta (NFL),Signed to the Practice Squad
/players/edmond-robinson-robined06,09/05/2020,Atlanta (NFL),Waived
/players/edmond-robinson-robined06,03/30/2020,Atlanta (NFL),Signed
/players/edmond-robinson-robined06,09/01/2018,Arizona (NFL),Waived
/players/edmond-robinson-robined06,12/26/2017,Arizona (NFL),Signed to the Active Roster from the Practice Squad
/players/edmond-robinson-robined06,12/22/2017,Arizona (NFL),Signed to the Practice Squad
/players/edmond-robinson-robined06,12/19/2017,NY Jets (NFL),Waived from Injured Reserve
/players/edmond-robinson-robined06,09/18/2017,NY Jets (NFL),Placed on Injured Reserve (Groin)
/players/edmond-robinson-robined06,09/16/2017,NY Jets (NFL),Waived (injured)
/players/edmond-robinson-robined06,09/03/2017,NY Jets (NFL),Acquired via waivers (from the Minnesota Vikings)
/players/edmond-robinson-robined06,09/02/2017,Minnesota (NFL),Waived
/players/edmond-robinson-robined06,05/07/2015,Minnesota (NFL),Signed
/players/daron-brown-brownda14,09/02/2017,LA Chargers (NFL),Waived
/players/daron-brown-brownda14,01/18/2017,San Diego (NFL),Signed to a future contract
/players/daron-brown-brownda14,12/01/2016,Miami (NFL),Signed to the Practice Squad
/players/daron-brown-brownda14,11/17/2016,NY Giants (NFL),Released from the Practice Squad
/players/daron-brown-brownda14,11/09/2016,NY Giants (NFL),Signed to the Practice Squad
/players/daron-brown-brownda14,10/01/2016,New England (NFL),Released from the Practice Squad
/players/daron-brown-brownda14,09/27/2016,New England (NFL),Signed to the Practice Squad
/players/daron-brown-brownda14,09/03/2016,Kansas City (NFL),Waived
/players/daron-brown-brownda14,01/18/2016,Kansas City (NFL),Signed to a future contract
/players/daron-brown-brownda14,09/07/2015,Kansas City (NFL),Signed to the Practice Squad
/players/daron-brown-brownda14,09/05/2015,Kansas City (NFL),Waived
/players/daron-brown-brownda14,05/11/2015,Kansas City (NFL),Signed
/players/dezmin-lewis-lewisde04,09/02/2017,Buffalo (NFL),Waived
/players/dezmin-lewis-lewisde04,11/29/2016,Buffalo (NFL),Signed to the Active Roster from the Practice Squad
/players/dezmin-lewis-lewisde04,09/04/2016,Buffalo (NFL),Signed to the Practice Squad
/players/dezmin-lewis-lewisde04,09/02/2016,Buffalo (NFL),Waived
/players/dezmin-lewis-lewisde04,12/22/2015,Buffalo (NFL),Signed to the Active Roster from the Practice Squad
/players/dezmin-lewis-lewisde04,09/06/2015,Buffalo (NFL),Signed to the Practice Squad
/players/dezmin-lewis-lewisde04,09/04/2015,Buffalo (NFL),Waived
/players/dezmin-lewis-lewisde04,05/12/2015,Buffalo (NFL),Signed
/players/kenny-hilliard-hillike01,03/19/2019,Memphis (AAF),Signed
/players/kenny-hilliard-hillike01,03/06/2018,Washington (NFL),Waived
/players/kenny-hilliard-hillike01,01/01/2018,Washington (NFL),Signed to a future contract
/players/kenny-hilliard-hillike01,12/28/2017,Washington (NFL),Signed to the Practice Squad
/players/kenny-hilliard-hillike01,12/26/2017,Washington (NFL),Waived
/players/kenny-hilliard-hillike01,12/23/2017,Washington (NFL),Signed
/players/kenny-hilliard-hillike01,09/02/2017,Washington (NFL),Waived
/players/kenny-hilliard-hillike01,07/31/2017,Washington (NFL),Signed
/players/kenny-hilliard-hillike01,05/16/2017,Houston (NFL),Waived
/players/kenny-hilliard-hillike01,01/16/2017,Houston (NFL),Signed to a future contract
/players/kenny-hilliard-hillike01,11/15/2016,Houston (NFL),Signed to the Practice Squad
/players/kenny-hilliard-hillike01,09/03/2016,Houston (NFL),Waived
/players/kenny-hilliard-hillike01,01/11/2016,Houston (NFL),Signed to a future contract
/players/kenny-hilliard-hillike01,09/07/2015,Houston (NFL),Signed to the Practice Squad
/players/kenny-hilliard-hillike01,09/05/2015,Houston (NFL),Waived
/players/kenny-hilliard-hillike01,05/08/2015,Houston (NFL),Signed
/players/mark-nzeocha-nzeocma01,01/31/2022,San Francisco (NFL),Returned to the Practice Squad
/players/mark-nzeocha-nzeocma01,01/29/2022,San Francisco (NFL),Signed to the Active Roster from the Practice Squad
/players/mark-nzeocha-nzeocma01,01/24/2022,San Francisco (NFL),Returned to the Practice Squad
/players/mark-nzeocha-nzeocma01,01/21/2022,San Francisco (NFL),Signed to the Active Roster from the Practice Squad
/players/mark-nzeocha-nzeocma01,01/17/2022,San Francisco (NFL),Returned to the Practice Squad
/players/mark-nzeocha-nzeocma01,01/15/2022,San Francisco (NFL),Signed to the Active Roster from the Practice Squad
/players/mark-nzeocha-nzeocma01,01/10/2022,San Francisco (NFL),Returned to the Practice Squad
/players/mark-nzeocha-nzeocma01,01/08/2022,San Francisco (NFL),Signed to the Active Roster from the Practice Squad
/players/mark-nzeocha-nzeocma01,01/03/2022,San Francisco (NFL),Returned to the Practice Squad
/players/mark-nzeocha-nzeocma01,01/01/2022,San Francisco (NFL),Signed to the Active Roster from the Practice Squad
/players/mark-nzeocha-nzeocma01,12/29/2021,San Francisco (NFL),Signed to the Practice Squad
/players/mark-nzeocha-nzeocma01,12/19/2020,San Francisco (NFL),Activated from Injured Reserve
/players/mark-nzeocha-nzeocma01,12/02/2020,San Francisco (NFL),Designated for return from Injured Reserve
/players/mark-nzeocha-nzeocma01,09/30/2020,San Francisco (NFL),Placed on Injured Reserve (Quadriceps)
/players/mark-nzeocha-nzeocma01,03/15/2019,San Francisco (NFL),Re-signed
/players/mark-nzeocha-nzeocma01,09/25/2017,San Francisco (NFL),Signed from the Dallas Cowboys practice squad
/players/mark-nzeocha-nzeocma01,09/05/2017,Dallas (NFL),Signed to the Practice Squad
/players/mark-nzeocha-nzeocma01,09/03/2017,Dallas (NFL),Waived
/players/mark-nzeocha-nzeocma01,11/18/2015,Dallas (NFL),Activated from the Reserve/Non-Football Injury List
/players/mark-nzeocha-nzeocma01,09/01/2015,Dallas (NFL),Placed on the Non-Football Injury List (Knee)
/players/mark-nzeocha-nzeocma01,05/08/2015,Dallas (NFL),Signed
/players/brian-mihalik-mihalbr01,09/01/2019,NY Giants (NFL),Waived
/players/brian-mihalik-mihalbr01,10/09/2018,NY Giants (NFL),Signed to the Active Roster from the Practice Squad
/players/brian-mihalik-mihalbr01,09/13/2018,NY Giants (NFL),Signed to the Practice Squad
/players/brian-mihalik-mihalbr01,09/02/2018,Detroit (NFL),Waived
/players/brian-mihalik-mihalbr01,09/03/2017,Detroit (NFL),Acquired via waivers (from the Pittsburgh Steelers)
/players/brian-mihalik-mihalbr01,09/02/2017,Pittsburgh (NFL),Waived
/players/brian-mihalik-mihalbr01,10/18/2016,Pittsburgh (NFL),Signed from the Detroit Lions practice squad
/players/brian-mihalik-mihalbr01,10/11/2016,Detroit (NFL),Signed to the Practice Squad
/players/brian-mihalik-mihalbr01,10/08/2016,Detroit (NFL),Waived
/players/brian-mihalik-mihalbr01,10/06/2016,Detroit (NFL),Signed
/players/brian-mihalik-mihalbr01,08/19/2016,Pittsburgh (NFL),Waived from Injured Reserve
/players/brian-mihalik-mihalbr01,08/16/2016,Pittsburgh (NFL),Placed on Injured Reserve (Knee)
/players/brian-mihalik-mihalbr01,08/14/2016,Pittsburgh (NFL),Waived (injured)
/players/brian-mihalik-mihalbr01,01/20/2016,Pittsburgh (NFL),Signed to a future contract
