page,transdate,team,transaction
/players/jj-wilcox-wilcojj01,06/19/2013,Dallas (NFL),Signed
/players/damontre-moore-mooreda05,11/11/2021,Carolina (NFL),Signed to the Practice Squad
/players/damontre-moore-mooreda05,08/25/2021,Indianapolis (NFL),Released from Injured Reserve
/players/damontre-moore-mooreda05,08/17/2021,Indianapolis (NFL),Placed on Injured Reserve (Undisclosed)
/players/damontre-moore-mooreda05,07/29/2021,Indianapolis (NFL),Signed
/players/damontre-moore-mooreda05,12/19/2020,Seattle (NFL),Activated from the Reserve/Suspended List
/players/damontre-moore-mooreda05,11/02/2020,Seattle (NFL),Placed on the Reserve/Suspended List
/players/damontre-moore-mooreda05,09/03/2020,Seattle (NFL),Signed
/players/damontre-moore-mooreda05,11/27/2019,San Francisco (NFL),Placed on Injured Reserve (Forearm)
/players/damontre-moore-mooreda05,11/13/2019,San Francisco (NFL),Signed
/players/damontre-moore-mooreda05,08/31/2019,San Francisco (NFL),Released
/players/damontre-moore-mooreda05,07/25/2019,San Francisco (NFL),Signed
/players/damontre-moore-mooreda05,05/16/2019,San Francisco (NFL),Waived
/players/damontre-moore-mooreda05,04/08/2019,San Francisco (NFL),Signed
/players/damontre-moore-mooreda05,12/24/2018,Oakland (NFL),Waived
/players/damontre-moore-mooreda05,12/04/2018,Oakland (NFL),Signed
/players/damontre-moore-mooreda05,10/24/2017,Dallas (NFL),Released
/players/damontre-moore-mooreda05,09/20/2017,Dallas (NFL),Activated from the Reserve/Suspended List
/players/damontre-moore-mooreda05,09/02/2017,Dallas (NFL),Placed on the Reserve/Suspended List
/players/damontre-moore-mooreda05,03/14/2017,Dallas (NFL),Signed
/players/damontre-moore-mooreda05,12/20/2016,Seattle (NFL),Placed on Injured Reserve (Foot)
/players/damontre-moore-mooreda05,11/01/2016,Seattle (NFL),Signed
/players/damontre-moore-mooreda05,08/05/2016,Oakland (NFL),Waived
/players/damontre-moore-mooreda05,05/09/2016,Oakland (NFL),Signed
/players/damontre-moore-mooreda05,05/02/2016,Miami (NFL),Waived
/players/damontre-moore-mooreda05,12/15/2015,Miami (NFL),Acquired via waivers (from the New York Giants)
/players/damontre-moore-mooreda05,12/11/2015,NY Giants (NFL),Waived
/players/damontre-moore-mooreda05,05/10/2013,NY Giants (NFL),Signed
/players/john-jenkins-jenkijo03,04/07/2022,Miami (NFL),Re-signed
/players/john-jenkins-jenkijo03,01/03/2022,Miami (NFL),Activated from the Reserve/COVID-19 List
/players/john-jenkins-jenkijo03,12/28/2021,Miami (NFL),Placed on COVID-19 List
/players/john-jenkins-jenkijo03,04/02/2021,Miami (NFL),Signed
/players/john-jenkins-jenkijo03,10/16/2020,Chicago (NFL),Activated from Injured Reserve
/players/john-jenkins-jenkijo03,10/12/2020,Chicago (NFL),Designated for return from Injured Reserve
/players/john-jenkins-jenkijo03,09/24/2020,Chicago (NFL),Placed on Injured Reserve (Thumb)
/players/john-jenkins-jenkijo03,08/03/2020,Chicago (NFL),Activated from the Reserve/COVID-19 List
/players/john-jenkins-jenkijo03,07/30/2020,Chicago (NFL),Placed on COVID-19 List
/players/john-jenkins-jenkijo03,04/28/2020,Chicago (NFL),Signed
/players/john-jenkins-jenkijo03,09/02/2019,Miami (NFL),Signed
/players/john-jenkins-jenkijo03,08/31/2019,NY Giants (NFL),Released
/players/john-jenkins-jenkijo03,05/13/2019,NY Giants (NFL),Re-signed
/players/john-jenkins-jenkijo03,09/04/2018,NY Giants (NFL),Signed
/players/john-jenkins-jenkijo03,09/01/2018,Chicago (NFL),Released
/players/john-jenkins-jenkijo03,04/09/2018,Chicago (NFL),Re-signed
/players/john-jenkins-jenkijo03,09/04/2017,Chicago (NFL),Signed
/players/john-jenkins-jenkijo03,09/02/2017,Chicago (NFL),Released
/players/john-jenkins-jenkijo03,03/17/2017,Chicago (NFL),Signed
/players/john-jenkins-jenkijo03,11/15/2016,Seattle (NFL),Signed
/players/john-jenkins-jenkijo03,11/08/2016,New Orleans (NFL),Waived
/players/john-jenkins-jenkijo03,12/27/2014,New Orleans (NFL),Placed on Injured Reserve (Abdomen)
/players/john-jenkins-jenkijo03,05/10/2013,New Orleans (NFL),Signed
/players/logan-ryan-ryanlo01,03/24/2022,Tampa Bay (NFL),Signed
/players/logan-ryan-ryanlo01,03/17/2022,NY Giants (NFL),Released
/players/logan-ryan-ryanlo01,11/30/2021,NY Giants (NFL),Activated from the Reserve/COVID-19 List
/players/logan-ryan-ryanlo01,11/19/2021,NY Giants (NFL),Placed on COVID-19 List
/players/logan-ryan-ryanlo01,09/05/2020,NY Giants (NFL),Signed
/players/logan-ryan-ryanlo01,12/18/2018,Tennessee (NFL),Placed on Injured Reserve (Leg)
/players/logan-ryan-ryanlo01,03/10/2017,Tennessee (NFL),Signed
/players/logan-ryan-ryanlo01,05/16/2013,New England (NFL),Signed
/players/shawn-williams-willish06,12/21/2021,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/shawn-williams-willish06,12/20/2021,Atlanta (NFL),Returned to the Practice Squad
/players/shawn-williams-willish06,12/18/2021,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/shawn-williams-willish06,12/13/2021,Atlanta (NFL),Returned to the Practice Squad
/players/shawn-williams-willish06,12/11/2021,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/shawn-williams-willish06,11/19/2021,Atlanta (NFL),Returned to the Practice Squad
/players/shawn-williams-willish06,11/18/2021,Atlanta (NFL),Signed to the Active Roster from the Practice Squad
/players/shawn-williams-willish06,10/05/2021,Atlanta (NFL),Signed to the Practice Squad
/players/shawn-williams-willish06,08/31/2021,Arizona (NFL),Released
/players/shawn-williams-willish06,03/31/2021,Arizona (NFL),Signed
/players/shawn-williams-willish06,12/14/2020,Cincinnati (NFL),Activated from the Reserve/Suspended List
/players/shawn-williams-willish06,12/10/2020,Cincinnati (NFL),Placed on the Reserve/Suspended List
/players/shawn-williams-willish06,05/24/2013,Cincinnati (NFL),Signed
/players/jordan-reed-reedjo03,11/05/2020,San Francisco (NFL),Activated from Injured Reserve
/players/jordan-reed-reedjo03,10/28/2020,San Francisco (NFL),Designated for return from Injured Reserve
/players/jordan-reed-reedjo03,10/03/2020,San Francisco (NFL),Placed on Injured Reserve (Knee)
/players/jordan-reed-reedjo03,08/09/2020,San Francisco (NFL),Signed
/players/jordan-reed-reedjo03,02/20/2020,Washington (NFL),Released
/players/jordan-reed-reedjo03,10/12/2019,Washington (NFL),Placed on Injured Reserve (Concussion)
/players/jordan-reed-reedjo03,12/27/2018,Washington (NFL),Placed on Injured Reserve (Toe)
/players/jordan-reed-reedjo03,12/12/2017,Washington (NFL),Placed on Injured Reserve (Hamstring)
/players/jordan-reed-reedjo03,12/19/2013,Washington (NFL),Placed on Injured Reserve (Concussion)
/players/jordan-reed-reedjo03,05/24/2013,Washington (NFL),Signed
/players/hugh-thornton-thornhu01,06/08/2022,Calgary (CFL),Placed on Injured Reserve
/players/hugh-thornton-thornhu01,04/08/2022,Calgary (CFL),Signed
/players/hugh-thornton-thornhu01,08/31/2019,Washington (NFL),Released
/players/hugh-thornton-thornhu01,07/31/2019,Washington (NFL),Signed
/players/hugh-thornton-thornhu01,06/02/2017,Atlanta (NFL),Released
/players/hugh-thornton-thornhu01,05/09/2017,Atlanta (NFL),Placed on the Reserve/Retired List
/players/hugh-thornton-thornhu01,03/21/2017,Atlanta (NFL),Signed
/players/hugh-thornton-thornhu01,09/03/2016,Indianapolis (NFL),Placed on Injured Reserve (Ankle)
/players/hugh-thornton-thornhu01,12/28/2015,Indianapolis (NFL),Placed on Injured Reserve (Ankle)
/players/hugh-thornton-thornhu01,01/06/2015,Indianapolis (NFL),Placed on Injured Reserve (Knee)
/players/hugh-thornton-thornhu01,05/09/2013,Indianapolis (NFL),Signed
/players/jordan-hill-hilljo03,08/27/2017,Detroit (NFL),Placed on Injured Reserve (Biceps)
/players/jordan-hill-hilljo03,03/20/2017,Detroit (NFL),Signed
/players/jordan-hill-hilljo03,11/21/2016,Jacksonville (NFL),Acquired via waivers (from the Washington Redskins)
/players/jordan-hill-hilljo03,11/19/2016,Washington (NFL),Waived
/players/jordan-hill-hilljo03,11/08/2016,Washington (NFL),Signed
/players/jordan-hill-hilljo03,10/15/2016,Seattle (NFL),Waived from Injured Reserve
/players/jordan-hill-hilljo03,09/04/2016,Seattle (NFL),Placed on Injured Reserve (Hamstring)
/players/jordan-hill-hilljo03,09/03/2016,Seattle (NFL),Waived (injured)
/players/jordan-hill-hilljo03,01/06/2015,Seattle (NFL),Placed on Injured Reserve (Calf)
/players/jordan-hill-hilljo03,05/10/2013,Seattle (NFL),Signed
/players/corey-lemonier-lemonco01,09/11/2017,NY Jets (NFL),Released from Injured Reserve
/players/corey-lemonier-lemonco01,09/01/2017,NY Jets (NFL),Placed on Injured Reserve (Foot)
/players/corey-lemonier-lemonco01,03/09/2017,NY Jets (NFL),Re-signed
/players/corey-lemonier-lemonco01,12/26/2016,NY Jets (NFL),Acquired via waivers (from the Detroit Lions)
/players/corey-lemonier-lemonco01,12/23/2016,Detroit (NFL),Waived
/players/corey-lemonier-lemonco01,12/15/2016,Detroit (NFL),Acquired via waivers (from the Cleveland Browns)
/players/corey-lemonier-lemonco01,12/14/2016,Cleveland (NFL),Waived
/players/corey-lemonier-lemonco01,09/04/2016,Cleveland (NFL),Acquired via waivers (from the San Francisco 49ers)
/players/corey-lemonier-lemonco01,09/03/2016,San Francisco (NFL),Waived
/players/corey-lemonier-lemonco01,06/10/2013,San Francisco (NFL),Signed
/players/brennan-williams-willibr17,10/22/2015,New England (NFL),Released from the Practice Squad
/players/brennan-williams-willibr17,10/20/2015,New England (NFL),Signed to the Practice Squad
/players/brennan-williams-willibr17,08/29/2015,Jacksonville (NFL),Waived from Injured Reserve
/players/brennan-williams-willibr17,08/25/2015,Jacksonville (NFL),Placed on Injured Reserve (Knee)
/players/brennan-williams-willibr17,08/24/2015,Jacksonville (NFL),Waived (injured)
/players/brennan-williams-willibr17,02/17/2015,Jacksonville (NFL),Signed
/players/brennan-williams-willibr17,07/21/2014,Houston (NFL),Waived
/players/brennan-williams-willibr17,08/31/2013,Houston (NFL),Placed on Injured Reserve (Knee)
/players/brennan-williams-willibr17,07/22/2013,Houston (NFL),Signed
/players/kayvon-webster-webstka01,03/23/2020,Washington (NFL),Released
/players/kayvon-webster-webstka01,12/17/2019,Washington (NFL),Signed
/players/kayvon-webster-webstka01,08/30/2019,New Orleans (NFL),Released
/players/kayvon-webster-webstka01,06/11/2019,New Orleans (NFL),Signed
/players/kayvon-webster-webstka01,12/24/2018,Houston (NFL),Placed on Injured Reserve (Quadriceps)
/players/kayvon-webster-webstka01,12/22/2018,Houston (NFL),Activated from Injured Reserve
/players/kayvon-webster-webstka01,12/12/2018,Houston (NFL),Designated for return from Injured Reserve
/players/kayvon-webster-webstka01,10/09/2018,Houston (NFL),Placed on Injured Reserve (Quadriceps)
/players/kayvon-webster-webstka01,08/27/2018,Houston (NFL),Signed
/players/kayvon-webster-webstka01,04/06/2018,LA Rams (NFL),Released
/players/kayvon-webster-webstka01,12/11/2017,LA Rams (NFL),Placed on Injured Reserve (Achilles)
/players/kayvon-webster-webstka01,03/14/2017,LA Rams (NFL),Signed
/players/kayvon-webster-webstka01,12/28/2016,Denver (NFL),Placed on Injured Reserve (Concussion)
/players/kayvon-webster-webstka01,06/13/2013,Denver (NFL),Signed
/players/duron-harmon-harmodu01,03/25/2022,Las Vegas (NFL),Signed
/players/duron-harmon-harmodu01,04/15/2021,Atlanta (NFL),Signed
/players/duron-harmon-harmodu01,03/18/2020,New England (NFL),Traded to the Detroit Lions
/players/duron-harmon-harmodu01,03/10/2017,New England (NFL),Re-signed
/players/duron-harmon-harmodu01,05/14/2013,New England (NFL),Signed
/players/stedman-bailey-bailest02,04/10/2017,LA Rams (NFL),Waived
/players/stedman-bailey-bailest02,06/08/2016,Los Angeles (NFL),Placed on the Non-Football Injury List (Head)
/players/stedman-bailey-bailest02,06/07/2016,Los Angeles (NFL),Waived
/players/stedman-bailey-bailest02,12/14/2015,St. Louis (NFL),Placed on the Non-Football Injury List (Head)
/players/stedman-bailey-bailest02,11/09/2015,St. Louis (NFL),Placed on the Reserve/Suspended List
/players/stedman-bailey-bailest02,09/17/2014,St. Louis (NFL),Activated from the Reserve/Suspended List
/players/stedman-bailey-bailest02,08/30/2014,St. Louis (NFL),Placed on the Reserve/Suspended List
/players/stedman-bailey-bailest02,06/13/2013,St. Louis (NFL),Signed
/players/will-davis-daviswi04,09/01/2017,San Francisco (NFL),Released
/players/will-davis-daviswi04,06/01/2017,San Francisco (NFL),Signed
/players/will-davis-daviswi04,11/04/2016,Baltimore (NFL),Waived
/players/will-davis-daviswi04,10/13/2015,Baltimore (NFL),Placed on Injured Reserve (Knee)
/players/will-davis-daviswi04,09/21/2015,Miami (NFL),Traded to the Baltimore Ravens
/players/will-davis-daviswi04,11/15/2014,Miami (NFL),Placed on Injured Reserve (Knee)
/players/will-davis-daviswi04,06/10/2013,Miami (NFL),Signed
/players/brandon-williams-willibr18,09/28/2021,Baltimore (NFL),Activated from the Reserve/COVID-19 List
/players/brandon-williams-willibr18,09/24/2021,Baltimore (NFL),Placed on COVID-19 List
/players/brandon-williams-willibr18,12/01/2020,Baltimore (NFL),Activated from the Reserve/COVID-19 List
/players/brandon-williams-willibr18,11/23/2020,Baltimore (NFL),Placed on COVID-19 List
/players/brandon-williams-willibr18,10/22/2020,Baltimore (NFL),Activated from the Reserve/COVID-19 List
/players/brandon-williams-willibr18,10/17/2020,Baltimore (NFL),Placed on COVID-19 List
/players/brandon-williams-willibr18,03/13/2017,Baltimore (NFL),Re-signed
/players/brandon-williams-willibr18,06/07/2013,Baltimore (NFL),Signed
/players/sam-montgomery-montgsa01,03/04/2019,Memphis (AAF),Placed on Injured Reserve
/players/sam-montgomery-montgsa01,06/09/2018,Winnipeg (CFL),Released
/players/sam-montgomery-montgsa01,01/18/2018,Winnipeg (CFL),Signed
/players/sam-montgomery-montgsa01,08/31/2015,Cincinnati (NFL),Waived
/players/sam-montgomery-montgsa01,01/23/2015,Cincinnati (NFL),Signed to a future contract
/players/sam-montgomery-montgsa01,08/31/2014,Cincinnati (NFL),Signed to the Practice Squad
/players/sam-montgomery-montgsa01,08/30/2014,Cincinnati (NFL),Waived
/players/sam-montgomery-montgsa01,04/11/2014,Cincinnati (NFL),Signed
/players/sam-montgomery-montgsa01,12/21/2013,Oakland (NFL),Released from the Practice Squad
/players/sam-montgomery-montgsa01,12/20/2013,Oakland (NFL),Placed on the Practice Squad/Injured List
/players/sam-montgomery-montgsa01,12/18/2013,Oakland (NFL),Signed to the Practice Squad
/players/sam-montgomery-montgsa01,10/21/2013,Houston (NFL),Waived
/players/sam-montgomery-montgsa01,05/24/2013,Houston (NFL),Signed
/players/knile-davis-daviskn01,09/01/2018,Chicago (NFL),Released
/players/knile-davis-daviskn01,08/12/2018,Chicago (NFL),Signed
/players/knile-davis-daviskn01,09/02/2017,Pittsburgh (NFL),Released
/players/knile-davis-daviskn01,03/20/2017,Pittsburgh (NFL),Signed
/players/knile-davis-daviskn01,11/05/2016,Kansas City (NFL),Signed
/players/knile-davis-daviskn01,11/03/2016,NY Jets (NFL),Waived
/players/knile-davis-daviskn01,11/01/2016,NY Jets (NFL),Acquired via waivers (from the Green Bay Packers)
/players/knile-davis-daviskn01,10/31/2016,Green Bay (NFL),Waived
/players/knile-davis-daviskn01,10/18/2016,Kansas City (NFL),Traded to the Green Bay Packers
/players/knile-davis-daviskn01,05/13/2013,Kansas City (NFL),Signed
/players/zaviar-gooden-goodeza01,09/02/2017,Arizona (NFL),Waived
/players/zaviar-gooden-goodeza01,11/18/2016,Arizona (NFL),Signed to the Active Roster from the Practice Squad
/players/zaviar-gooden-goodeza01,11/01/2016,Arizona (NFL),Signed to the Practice Squad
/players/zaviar-gooden-goodeza01,10/13/2016,Detroit (NFL),Released from the Practice Squad
/players/zaviar-gooden-goodeza01,09/27/2016,Detroit (NFL),Signed to the Practice Squad
/players/zaviar-gooden-goodeza01,09/26/2016,Detroit (NFL),Waived
/players/zaviar-gooden-goodeza01,09/24/2016,Detroit (NFL),Signed to the Active Roster from the Practice Squad
/players/zaviar-gooden-goodeza01,09/21/2016,Detroit (NFL),Signed to the Practice Squad
/players/zaviar-gooden-goodeza01,09/03/2016,Detroit (NFL),Waived
/players/zaviar-gooden-goodeza01,05/02/2016,Detroit (NFL),Signed
/players/zaviar-gooden-goodeza01,09/11/2015,Tennessee (NFL),Waived from Injured Reserve
/players/zaviar-gooden-goodeza01,09/05/2015,Tennessee (NFL),Placed on Injured Reserve (Hamstring)
/players/zaviar-gooden-goodeza01,06/05/2013,Tennessee (NFL),Signed
/players/matt-barkley-barklma01,03/21/2022,Buffalo (NFL),Signed
/players/matt-barkley-barklma01,01/06/2022,Atlanta (NFL),Signed to the Practice Squad
/players/matt-barkley-barklma01,01/04/2022,Atlanta (NFL),Waived
/players/matt-barkley-barklma01,12/29/2021,Atlanta (NFL),Acquired via waivers (from the Carolina Panthers)
/players/matt-barkley-barklma01,12/28/2021,Carolina (NFL),Waived
/players/matt-barkley-barklma01,12/27/2021,Carolina (NFL),Activated from the Reserve/COVID-19 List
/players/matt-barkley-barklma01,12/17/2021,Carolina (NFL),Placed on COVID-19 List
/players/matt-barkley-barklma01,11/10/2021,Carolina (NFL),Signed from the Tennessee Titans practice squad
/players/matt-barkley-barklma01,09/01/2021,Tennessee (NFL),Released
/players/matt-barkley-barklma01,09/01/2021,Tennessee (NFL),Signed to the Practice Squad
/players/matt-barkley-barklma01,08/05/2021,Tennessee (NFL),Signed
/players/matt-barkley-barklma01,10/31/2018,Buffalo (NFL),Signed
/players/matt-barkley-barklma01,09/12/2018,Cincinnati (NFL),Released from Injured Reserve
/players/matt-barkley-barklma01,09/01/2018,Cincinnati (NFL),Placed on Injured Reserve (Knee)
/players/matt-barkley-barklma01,03/17/2018,Cincinnati (NFL),Signed
/players/matt-barkley-barklma01,11/13/2017,Arizona (NFL),Signed
/players/matt-barkley-barklma01,09/01/2017,San Francisco (NFL),Released
/players/matt-barkley-barklma01,03/10/2017,San Francisco (NFL),Signed
/players/matt-barkley-barklma01,09/22/2016,Chicago (NFL),Signed to the Active Roster from the Practice Squad
/players/matt-barkley-barklma01,09/05/2016,Chicago (NFL),Signed to the Practice Squad
/players/matt-barkley-barklma01,09/03/2016,Arizona (NFL),Waived
/players/matt-barkley-barklma01,09/04/2015,Philadelphia (NFL),Traded to the Arizona Cardinals
/players/matt-barkley-barklma01,06/14/2013,Philadelphia (NFL),Signed
/players/nico-johnson-johnsni02,04/12/2016,NY Giants (NFL),Waived
/players/nico-johnson-johnsni02,12/31/2015,NY Giants (NFL),Signed to the Active Roster from the Practice Squad
/players/nico-johnson-johnsni02,11/10/2015,NY Giants (NFL),Signed to the Practice Squad
/players/nico-johnson-johnsni02,10/20/2015,Washington (NFL),Released from the Practice Squad
/players/nico-johnson-johnsni02,09/25/2015,Washington (NFL),Signed to the Practice Squad
/players/nico-johnson-johnsni02,08/31/2015,Cincinnati (NFL),Waived
/players/nico-johnson-johnsni02,10/15/2014,Cincinnati (NFL),Signed from the Kansas City Chiefs practice squad
/players/nico-johnson-johnsni02,08/31/2014,Kansas City (NFL),Signed to the Practice Squad
/players/nico-johnson-johnsni02,08/30/2014,Kansas City (NFL),Waived
/players/nico-johnson-johnsni02,06/06/2013,Kansas City (NFL),Signed
/players/akeem-spence-spencak01,08/01/2022,San Francisco (NFL),Signed
/players/akeem-spence-spencak01,12/29/2021,Denver (NFL),Signed to the Practice Squad
/players/akeem-spence-spencak01,12/24/2021,Washington (NFL),Waived
/players/akeem-spence-spencak01,12/16/2021,Washington (NFL),Signed
/players/akeem-spence-spencak01,08/31/2021,New England (NFL),Released
/players/akeem-spence-spencak01,12/05/2020,New England (NFL),Signed to the Active Roster from the Practice Squad
/players/akeem-spence-spencak01,11/30/2020,New England (NFL),Returned to the Practice Squad
/players/akeem-spence-spencak01,11/28/2020,New England (NFL),Signed to the Active Roster from the Practice Squad
/players/akeem-spence-spencak01,11/21/2020,New England (NFL),Signed to the Practice Squad
/players/akeem-spence-spencak01,10/25/2019,Jacksonville (NFL),Signed
/players/akeem-spence-spencak01,10/22/2019,Philadelphia (NFL),Released
/players/akeem-spence-spencak01,09/11/2019,Philadelphia (NFL),Signed
/players/akeem-spence-spencak01,08/27/2019,Miami (NFL),Released
/players/akeem-spence-spencak01,05/03/2018,Detroit (NFL),Traded to the Miami Dolphins
/players/akeem-spence-spencak01,03/10/2017,Detroit (NFL),Signed
/players/akeem-spence-spencak01,12/26/2015,Tampa Bay (NFL),Placed on Injured Reserve (Ankle)
/players/akeem-spence-spencak01,10/24/2015,Tampa Bay (NFL),Activated from the Physically Unable to Perform List
/players/akeem-spence-spencak01,09/05/2015,Tampa Bay (NFL),Placed on the Reserve/Suspended List
/players/akeem-spence-spencak01,09/01/2015,Tampa Bay (NFL),Placed on the Physically Unable to Perform List (Back)
/players/akeem-spence-spencak01,05/15/2013,Tampa Bay (NFL),Signed
/players/ace-sanders-sandeac01,07/17/2015,Jacksonville (NFL),Waived
/players/ace-sanders-sandeac01,10/04/2014,Jacksonville (NFL),Activated from the Reserve/Suspended List
/players/ace-sanders-sandeac01,09/01/2014,Jacksonville (NFL),Placed on the Reserve/Suspended List
/players/ace-sanders-sandeac01,07/15/2013,Jacksonville (NFL),Signed
/players/josh-boyce-boycejo01,09/01/2017,Cleveland (NFL),Released
/players/josh-boyce-boycejo01,01/02/2017,Cleveland (NFL),Signed to a future contract
/players/josh-boyce-boycejo01,09/14/2016,Cleveland (NFL),Signed to the Practice Squad
/players/josh-boyce-boycejo01,08/29/2016,Cleveland (NFL),Waived
/players/josh-boyce-boycejo01,08/21/2016,Cleveland (NFL),Signed
/players/josh-boyce-boycejo01,08/16/2016,Indianapolis (NFL),Waived
/players/josh-boyce-boycejo01,04/07/2016,Indianapolis (NFL),Signed
/players/josh-boyce-boycejo01,09/01/2015,New England (NFL),Placed on Injured Reserve (Undisclosed)
/players/josh-boyce-boycejo01,08/31/2015,New England (NFL),Waived (injured)
/players/josh-boyce-boycejo01,12/27/2014,New England (NFL),Signed to the Active Roster from the Practice Squad
/players/josh-boyce-boycejo01,09/01/2014,New England (NFL),Signed to the Practice Squad
/players/josh-boyce-boycejo01,08/30/2014,New England (NFL),Waived
/players/josh-boyce-boycejo01,01/02/2014,New England (NFL),Placed on Injured Reserve (Ankle)
/players/josh-boyce-boycejo01,05/28/2013,New England (NFL),Signed
/players/alex-okafor-okafoal01,07/26/2021,Kansas City (NFL),Signed
/players/alex-okafor-okafoal01,11/21/2020,Kansas City (NFL),Activated from Injured Reserve
/players/alex-okafor-okafoal01,11/18/2020,Kansas City (NFL),Designated for return from Injured Reserve
/players/alex-okafor-okafoal01,10/24/2020,Kansas City (NFL),Placed on Injured Reserve (Hamstring)
/players/alex-okafor-okafoal01,12/16/2019,Kansas City (NFL),Placed on Injured Reserve (Pectoral)
/players/alex-okafor-okafoal01,03/15/2019,Kansas City (NFL),Signed
/players/alex-okafor-okafoal01,03/19/2018,New Orleans (NFL),Re-signed
/players/alex-okafor-okafoal01,11/21/2017,New Orleans (NFL),Placed on Injured Reserve (Achilles)
/players/alex-okafor-okafoal01,03/14/2017,New Orleans (NFL),Signed
/players/alex-okafor-okafoal01,01/12/2016,Arizona (NFL),Placed on the Non-Football Injury List (Toe)
/players/alex-okafor-okafoal01,09/25/2013,Arizona (NFL),Placed on Injured Reserve (Biceps)
/players/alex-okafor-okafoal01,06/04/2013,Arizona (NFL),Signed
/players/jelani-jenkins-jenkije01,10/25/2017,Houston (NFL),Signed
/players/jelani-jenkins-jenkije01,09/19/2017,Buffalo (NFL),Released
/players/jelani-jenkins-jenkije01,09/12/2017,Buffalo (NFL),Signed
/players/jelani-jenkins-jenkije01,09/04/2017,Oakland (NFL),Released from Injured Reserve
/players/jelani-jenkins-jenkije01,09/02/2017,Oakland (NFL),Placed on Injured Reserve (Undisclosed)
/players/jelani-jenkins-jenkije01,03/20/2017,Oakland (NFL),Signed
/players/jelani-jenkins-jenkije01,05/14/2013,Miami (NFL),Signed
/players/duke-williams-willidu01,05/01/2017,Indianapolis (NFL),Released
/players/duke-williams-willidu01,12/12/2016,Indianapolis (NFL),Signed
/players/duke-williams-willidu01,11/15/2016,Buffalo (NFL),Waived
/players/duke-williams-willidu01,05/10/2013,Buffalo (NFL),Signed
/players/dion-sims-simsdi01,02/21/2019,Chicago (NFL),Released
/players/dion-sims-simsdi01,11/17/2018,Chicago (NFL),Placed on Injured Reserve (Concussion)
/players/dion-sims-simsdi01,03/10/2017,Chicago (NFL),Signed
/players/dion-sims-simsdi01,05/17/2013,Miami (NFL),Signed
/players/brian-schwenke-schwebr02,07/24/2019,New England (NFL),Placed on the Reserve/Retired List
/players/brian-schwenke-schwebr02,11/06/2018,New England (NFL),Placed on Injured Reserve (Foot)
/players/brian-schwenke-schwebr02,09/04/2018,New England (NFL),Signed
/players/brian-schwenke-schwebr02,09/01/2018,New England (NFL),Released
/players/brian-schwenke-schwebr02,07/31/2018,New England (NFL),Signed
/players/brian-schwenke-schwebr02,09/04/2017,Tennessee (NFL),Signed
/players/brian-schwenke-schwebr02,09/03/2017,Indianapolis (NFL),Released
/players/brian-schwenke-schwebr02,03/14/2017,Indianapolis (NFL),Signed
/players/brian-schwenke-schwebr02,10/20/2015,Tennessee (NFL),Placed on Injured Reserve (Ankle)
/players/brian-schwenke-schwebr02,11/25/2014,Tennessee (NFL),Placed on Injured Reserve (Knee)
/players/brian-schwenke-schwebr02,05/29/2013,Tennessee (NFL),Signed
/players/edmund-kugbila-kugbied01,05/20/2015,Carolina (NFL),Waived
/players/edmund-kugbila-kugbied01,07/25/2014,Carolina (NFL),Placed on Injured Reserve (Back)
/players/edmund-kugbila-kugbied01,07/24/2014,Carolina (NFL),Waived (injured)
/players/edmund-kugbila-kugbied01,08/27/2013,Carolina (NFL),Placed on Injured Reserve (Knee)
/players/edmund-kugbila-kugbied01,05/23/2013,Carolina (NFL),Signed
/players/david-bakhtiari-bakhtda01,11/10/2021,Green Bay (NFL),Activated from the Physically Unable to Perform List
/players/david-bakhtiari-bakhtda01,08/31/2021,Green Bay (NFL),Placed on the Physically Unable to Perform List (Knee)
/players/david-bakhtiari-bakhtda01,01/02/2021,Green Bay (NFL),Placed on Injured Reserve (Knee)
/players/david-bakhtiari-bakhtda01,05/10/2013,Green Bay (NFL),Signed
/players/ryan-nassib-nassiry01,10/07/2017,Jacksonville (NFL),Released
/players/ryan-nassib-nassiry01,09/18/2017,Jacksonville (NFL),Signed
/players/ryan-nassib-nassiry01,09/02/2017,New Orleans (NFL),Released
/players/ryan-nassib-nassiry01,06/13/2017,New Orleans (NFL),Signed
/players/ryan-nassib-nassiry01,12/20/2016,NY Giants (NFL),Placed on Injured Reserve (Elbow)
/players/ryan-nassib-nassiry01,07/25/2013,NY Giants (NFL),Signed
/players/shamarko-thomas-thomash01,07/09/2021,Ottawa (CFL),Placed on the Reserve/Suspended List
/players/shamarko-thomas-thomash01,04/16/2021,Ottawa (CFL),Signed
/players/shamarko-thomas-thomash01,01/20/2020,New York (XFL),Traded to the Washington DC Defenders
/players/shamarko-thomas-thomash01,08/31/2019,Denver (NFL),Released
/players/shamarko-thomas-thomash01,01/02/2019,Denver (NFL),Signed to a future contract
/players/shamarko-thomas-thomash01,12/11/2018,Denver (NFL),Waived
/players/shamarko-thomas-thomash01,09/11/2018,Denver (NFL),Signed
/players/shamarko-thomas-thomash01,09/01/2018,Denver (NFL),Released
/players/shamarko-thomas-thomash01,08/13/2018,Denver (NFL),Signed
