player,injury,start,end,season,missed,ir_sequence
/players/noah-brown-brownno02,Hamstring,2018-09-03,2018-11-11,2018,8,1
/players/noah-brown-brownno02,Shoulder,2024-01-15,2024-02-24,2023,NULL,4
/players/noah-spence-spencno01,Shoulder,2017-10-25,2018-02-24,2017,10,1
/players/obi-melifonwu-melifob01,Ankle,2017-09-05,2017-11-05,2017,8,1
/players/obi-melifonwu-melifob01,Hip,2017-12-15,2018-02-24,2017,NULL,2
/players/obi-melifonwu-melifob01,Undisclosed,2018-08-24,2018-11-25,2018,6,3
/players/obi-melifonwu-melifob01,Undisclosed,2021-08-10,2021-09-14,2021,NULL,4
/players/obum-gwacham-gwachob01,,2020-01-21,2020-02-24,2019,NULL,2
/players/obum-gwacham-gwachob01,,2022-09-29,2022-10-27,2022,NULL,3
/players/obum-gwacham-gwachob01,,2022-11-05,2023-02-24,2022,NULL,4
/players/obum-gwacham-gwachob01,Undisclosed,2016-09-28,2017-02-24,2016,13,1
/players/ochaun-mathis-mathioc01,Knee,2023-09-01,2023-10-08,2023,4,1
/players/oday-aboushi-abousod01,Knee,2021-10-12,2022-02-24,2021,12,2
/players/oday-aboushi-abousod01,Shoulder,2017-12-13,2018-02-24,2017,3,1
/players/odell-beckham-beckhod01,Ankle,2017-10-09,2018-02-24,2017,11,1
/players/odell-beckham-beckhod01,Knee,2020-10-27,2021-02-24,2020,11,2
/players/ogbonnia-okoronkwo-okoroog01,Elbow,2020-10-20,2020-12-06,2020,5,1
/players/ogbonnia-okoronkwo-okoroog01,Shoulder,2021-09-02,2021-10-03,2021,3,2
/players/oj-howard-howaroj01,Achilles,2020-10-06,2021-02-24,2020,16,3
/players/oj-howard-howaroj01,Ankle,2017-12-20,2018-02-24,2017,2,1
/players/oj-howard-howaroj01,Foot,2018-11-20,2019-02-24,2018,6,2
/players/olabisi-johnson-johnsol02,Knee,2021-08-02,2022-02-24,2021,NULL,1
/players/olabisi-johnson-johnsol02,Knee,2022-08-29,2023-02-24,2022,18,2
/players/olisaemeka-udoh-udohol01,Quadriceps,2023-09-19,2024-02-24,2023,15,1
/players/oshane-ximines-ximinos01,Shoulder,2020-10-09,2021-02-24,2020,12,1
/players/otito-ogbonnia-ogbonot01,Knee,2022-11-16,2023-02-24,2022,9,1
/players/owamagbe-odighizuwa-odighow01,"Designated for Return",2015-11-05,2016-02-24,2015,8,1
/players/parker-ehinger-ehingpa01,Knee,2016-11-05,2017-02-24,2016,10,1
/players/parker-ehinger-ehingpa01,Knee,2018-09-07,2019-02-24,2018,18,2
/players/parker-ehinger-ehingpa01,Shoulder,2020-01-08,2020-02-24,2019,1,3
/players/parker-washington-washipa02,Knee,2023-10-07,2023-11-19,2023,5,1
/players/parris-campbell-campbpa01,Foot,2019-12-09,2020-02-24,2019,3,1
/players/parris-campbell-campbpa01,Foot,2021-10-19,2022-01-09,2021,10,3
/players/parris-campbell-campbpa01,Knee,2020-09-22,2021-02-24,2020,15,2
/players/parry-nickerson-nickepa01,Hamstring,2020-10-20,2021-02-24,2020,13,1
/players/pat-elflein-elflepa01,Hamstring,2021-09-21,2021-11-14,2021,6,2
/players/pat-elflein-elflepa01,Hip,2022-10-22,2023-02-24,2022,11,3
/players/pat-elflein-elflepa01,Undisclosed,2020-09-17,2020-11-29,2020,7,1
/players/pat-elflein-elflepa01,Undisclosed,2023-08-28,2024-02-24,2023,17,4
/players/pat-freiermuth-freiepa01,Hamstring,2023-10-21,2023-11-19,2023,4,1
/players/pat-oconnor-oconnpa02,Knee,2021-12-21,2022-02-24,2021,5,1
/players/patrick-surtain-surtapa02,Calf,2022-01-07,2022-02-24,2021,1,1
/players/paul-dawson-dawsopa01,,2023-03-14,2024-02-24,2023,NULL,1
/players/paul-richardson-richapa02,Hamstring,2015-12-05,2016-02-24,2015,7,2
/players/paul-richardson-richapa02,Hamstring,2019-12-14,2020-02-24,2019,3,4
/players/paul-richardson-richapa02,Knee,2015-01-12,2015-02-24,2014,2,1
/players/paul-richardson-richapa02,Shoulder,2018-11-05,2019-02-24,2018,8,3
/players/paxton-lynch-lynchpa02,,2021-08-05,2021-08-13,2021,NULL,1
/players/paxton-lynch-lynchpa02,,2021-09-04,2021-09-23,2021,NULL,2
/players/paxton-lynch-lynchpa02,,2021-11-12,2022-02-24,2021,NULL,3
/players/paxton-lynch-lynchpa02,,2021-11-27,2022-02-24,2021,NULL,4
/players/payton-turner-turnepa03,Shoulder,2021-11-11,2022-02-24,2021,9,1
/players/payton-turner-turnepa03,Toe,2023-09-13,2024-01-07,2023,15,2
/players/percy-butler-butlepe01,Wrist,2023-12-30,2024-02-24,2023,2,1
/players/pharoh-cooper-coopeph01,Ankle,2018-09-12,2018-12-18,2018,9,1
/players/phidarian-mathis-mathiph01,Calf,2023-08-31,2023-10-29,2023,7,2
/players/phidarian-mathis-mathiph01,Knee,2022-09-12,2023-02-24,2022,16,1
/players/phil-haynes-hayneph01,Groin,2020-12-24,2021-02-24,2020,NULL,2
/players/phil-haynes-hayneph01,Toe,2023-11-30,2024-02-24,2023,6,3
/players/phil-haynes-hayneph01,Undisclosed,2020-09-07,2020-11-19,2020,9,1
/players/phillip-dorsett-dorseph01,Ankle,2021-12-29,2022-02-24,2021,2,2
/players/phillip-dorsett-dorseph01,Foot,2020-09-22,2021-02-24,2020,NULL,1
/players/phillip-gaines-gaineph01,Ankle,2019-10-21,2020-02-24,2019,11,4
/players/phillip-gaines-gaineph01,Concussion,2019-08-31,2019-09-07,2019,NULL,3
/players/phillip-gaines-gaineph01,Elbow,2018-01-03,2018-02-24,2017,1,2
/players/phillip-gaines-gaineph01,Knee,2015-09-30,2016-02-24,2015,15,1
/players/phillip-thomas-thomaph02,Lisfranc,2013-08-26,2014-02-24,2013,16,1
/players/phillip-thomas-thomaph02,Undisclosed,2016-06-20,2017-02-24,2016,NULL,2
/players/pierre-desir-desirpi01,Pectoral,2017-12-04,2018-02-24,2017,4,1
/players/pita-taumoepenu-taumopi01,Hamstring,2019-09-01,2019-09-10,2019,1,1
/players/pj-hall-hallpj01,,2023-03-09,2024-02-24,2023,NULL,2
/players/pj-hall-hallpj01,Pectoral,2020-11-25,2021-02-24,2020,6,1
/players/pj-williams-willipj01,Concussion,2016-09-21,2017-02-24,2016,14,2
/players/pj-williams-willipj01,Hamstring,2015-09-01,2016-02-24,2015,NULL,1
/players/pj-williams-willipj01,Quadriceps,2022-10-08,2022-12-24,2022,4,3
/players/preston-brown-brownpr02,Ankle,2018-11-20,2019-02-24,2018,6,1
/players/prince-charles-iworah-iworapr01,Undisclosed,2017-09-03,2017-12-23,2017,14,1
/players/prince-tega-wanogho-wanogpr01,Quadriceps,2023-09-27,2024-02-24,2023,18,1
/players/quandre-diggs-diggsqu01,Pectoral,2016-12-06,2017-02-24,2016,5,1
/players/quanterus-smith-smithqu03,Knee,2013-08-31,2014-02-24,2013,19,1
/players/quanterus-smith-smithqu03,Knee,2015-01-10,2015-02-24,2014,1,2
/players/quentin-poling-polinqu01,Undisclosed,2019-09-01,2019-09-04,2019,NULL,1
/players/quentin-poling-polinqu01,Undisclosed,2020-08-18,2020-09-02,2020,NULL,2
/players/quentin-poling-polinqu01,Undisclosed,2021-08-14,2021-08-21,2021,NULL,3
/players/quenton-nelson-nelsoqu01,Ankle,2021-10-02,2021-10-24,2021,3,1
/players/quez-watkins-watkiqu01,Hamstring,2023-10-14,2023-11-26,2023,5,2
/players/quez-watkins-watkiqu01,"Upper Body",2020-09-07,2020-10-11,2020,4,1
/players/quincy-enunwa-enunwqu01,Ankle,2018-12-29,2019-02-24,2018,1,2
/players/quincy-enunwa-enunwqu01,Neck,2017-09-01,2018-02-24,2017,NULL,1
/players/quincy-enunwa-enunwqu01,Neck,2019-09-11,2020-02-24,2019,15,3
/players/quincy-williams-williqu03,"Core Muscle",2020-09-08,2020-10-11,2020,4,2
/players/quincy-williams-williqu03,Hand,2019-12-11,2020-02-24,2019,3,1
/players/quincy-wilson-wilsoqu02,,2024-03-18,2025-02-24,2024,NULL,2
/players/quincy-wilson-wilsoqu02,Ankle,2021-08-24,2021-12-18,2021,13,1
/players/quinnen-williams-williqu02,Concussion,2020-12-23,2021-02-24,2020,2,1
/players/quinten-rollins-rolliqu01,Ankle,2017-10-16,2018-02-24,2017,10,1
/players/quinten-rollins-rolliqu01,Hamstring,2018-09-02,2018-09-10,2018,1,2
/players/quintez-cephus-cephuqu01,Clavicle,2021-10-12,2022-02-24,2021,10,1
/players/quintez-cephus-cephuqu01,Foot,2022-10-08,2023-02-24,2022,13,2
/players/quinton-jefferson-jeffequ01,Hip,2023-12-19,2024-02-24,2023,3,2
/players/quinton-jefferson-jeffequ01,Knee,2016-10-25,2017-02-24,2016,12,1
/players/quinton-patton-pattoqu01,Foot,2016-12-20,2017-02-24,2016,2,1
/players/quinton-patton-pattoqu01,Foot,2017-06-05,2017-06-08,2017,NULL,2
/players/racey-mcmath-mcmatra01,Hip,2022-09-01,2022-12-11,2022,12,2
/players/racey-mcmath-mcmatra01,Quadriceps,2021-10-08,2021-12-12,2021,8,1
/players/raekwon-davis-davisra06,Knee,2021-09-14,2021-10-10,2021,3,1
/players/raekwon-mcmillan-mcmilra02,Achilles,2023-05-25,2024-02-24,2023,NULL,4
/players/raekwon-mcmillan-mcmilra02,Hamstring,2019-12-17,2020-02-24,2019,2,2
/players/raekwon-mcmillan-mcmilra02,Knee,2017-09-02,2018-02-24,2017,16,1
/players/raekwon-mcmillan-mcmilra02,Knee,2021-08-07,2022-02-24,2021,NULL,3
/players/randall-evans-evansra04,,2022-09-28,2023-02-24,2022,NULL,1
/players/randell-johnson-johnsra08,Ankle,2015-12-22,2016-02-24,2015,2,1
/players/randell-johnson-johnsra08,Undisclosed,2016-09-02,2016-12-24,2016,2,2
/players/randy-gregory-gregora01,Calf,2021-11-11,2021-12-12,2021,4,1
/players/randy-gregory-gregora01,Knee,2022-10-04,2022-12-18,2022,9,2
/players/randy-gregory-gregora01,Knee,2022-12-31,2023-02-24,2022,NULL,3
/players/rashaad-penny-pennyra01,Ankle,2022-10-14,2023-02-24,2022,13,3
/players/rashaad-penny-pennyra01,Calf,2021-10-02,2021-11-21,2021,3,2
/players/rashaad-penny-pennyra01,Knee,2019-12-14,2020-02-24,2019,5,1
/players/rashad-fenton-fentora01,Undisclosed,2023-08-14,2024-02-24,2023,NULL,1
/players/rashad-greene-greenra02,Achilles,2016-12-03,2017-02-24,2016,5,2
/players/rashad-greene-greenra02,"Designated for Return",2015-09-22,2015-11-19,2015,7,1
/players/rashad-greene-greenra02,Undisclosed,2017-09-02,2018-02-24,2017,19,3
/players/rashad-weaver-weavera01,Leg,2021-09-28,2022-02-24,2021,15,1
/players/rashan-gary-garyra01,Knee,2022-11-09,2023-02-24,2022,8,1
/players/rashard-lawrence-lawrera02,Calf,2020-10-17,2020-12-13,2020,6,1
/players/rashard-lawrence-lawrera02,Calf,2021-11-06,2021-12-13,2021,4,2
/players/rashard-lawrence-lawrera02,Shoulder,2022-10-26,2023-02-24,2022,10,3
/players/rashard-robinson-robinra05,Hamstring,2021-11-12,2021-12-26,2021,6,1
/players/rashard-robinson-robinra05,Undisclosed,2022-08-30,2022-09-02,2022,NULL,2
/players/rashawn-slater-slatera01,Biceps,2022-09-28,2023-02-24,2022,15,1
/players/rashede-hageman-hagemra01,Neck,2019-09-17,2020-01-13,2019,14,1
/players/rasheem-green-greenra03,Neck,2020-09-25,2020-11-08,2020,5,1
/players/rashod-bateman-batemra01,Foot,2022-11-07,2023-02-24,2022,10,2
/players/rashod-bateman-batemra01,Groin,2021-09-02,2021-10-17,2021,5,1
/players/ray-ray-mccloud-mcclora01,Ribs,2023-12-09,2024-01-07,2023,4,1
/players/raymond-calais-calaira01,Ankle,2021-08-24,2022-02-24,2021,16,2
/players/raymond-calais-calaira01,Undisclosed,2021-01-08,2021-02-24,2020,2,1
/players/rayshawn-jenkins-jenkira03,Ankle,2021-12-21,2022-02-24,2021,3,1
/players/rees-odhiambo-odhiare01,Chest,2019-09-01,2019-09-05,2019,NULL,2
/players/rees-odhiambo-odhiare01,Hand,2017-11-08,2018-02-24,2017,8,1
/players/reggie-ragland-raglare01,Knee,2016-08-30,2017-02-24,2016,NULL,1
/players/reggie-robinson-robinre02,"Core Muscle",2022-08-06,2022-08-11,2022,NULL,2
/players/reggie-robinson-robinre02,Toe,2021-08-17,2022-02-24,2021,18,1
/players/reginald-mckenzie-mckenre03,,2020-02-22,2020-02-24,2019,NULL,1
/players/reginald-mckenzie-mckenre03,,2023-03-09,2024-02-08,2023,NULL,2
/players/reid-fragel-fragere01,Concussion,2015-11-02,2015-11-03,2015,NULL,1
/players/renell-wren-wrenre01,Hip,2019-12-14,2020-02-24,2019,3,1
/players/renell-wren-wrenre01,Quadriceps,2020-08-23,2021-02-24,2020,NULL,2
/players/renell-wren-wrenre01,Undisclosed,2023-05-16,2024-02-24,2023,NULL,3
/players/reshard-cliett-clietre01,Finger,2017-08-08,2017-08-12,2017,NULL,2
/players/reshard-cliett-clietre01,Knee,2015-09-01,2016-02-24,2015,NULL,1
/players/reuben-foster-fostere02,Knee,2019-05-22,2020-02-24,2019,NULL,1
/players/reuben-foster-fostere02,Knee,2020-09-05,2021-02-24,2020,NULL,2
/players/rex-burkhead-burkhre01,Knee,2020-11-28,2021-02-24,2020,6,2
/players/rex-burkhead-burkhre01,Neck,2018-09-26,2018-12-02,2018,8,1
/players/rhamondre-stevenson-steverh01,Ankle,2023-12-27,2024-02-24,2023,2,1
/players/ricardo-allen-allenri01,Achilles,2018-09-25,2019-02-24,2018,13,1
/players/ricardo-allen-allenri01,Hand,2021-09-15,2021-10-10,2021,3,2
/players/ricardo-louis-louisri01,,2021-10-22,2021-11-04,2021,NULL,3
/players/ricardo-louis-louisri01,,2021-11-27,2022-02-24,2021,NULL,4
/players/ricardo-louis-louisri01,Knee,2019-05-16,2020-02-24,2019,NULL,2
/players/ricardo-louis-louisri01,Neck,2018-07-26,2019-02-24,2018,NULL,1
/players/richard-rodgers-rodgeri01,Foot,2019-08-31,2019-09-11,2019,1,2
/players/richard-rodgers-rodgeri01,Knee,2018-09-04,2018-11-18,2018,9,1
/players/richard-rodgers-rodgeri01,Knee,2022-12-10,2023-02-24,2022,6,3
/players/richie-james-jamesri01,Hamstring,2020-09-18,2020-10-18,2020,4,1
/players/richie-james-jamesri01,Knee,2021-09-01,2022-02-24,2021,20,2
/players/richie-james-jamesri01,Knee,2023-09-23,2023-11-26,2023,7,3
/players/rick-leonard-leonari02,Undisclosed,2021-08-25,2021-09-02,2021,NULL,1
/players/ricky-stromberg-stromri02,Knee,2023-11-07,2024-02-24,2023,8,1
/players/ricky-wagner-wagneri01,Foot,2014-12-23,2015-02-24,2014,3,1
/players/rico-gathers-gatheri01,Concussion,2017-09-04,2018-02-24,2017,16,1
/players/rob-blanchflower-blancro01,Undisclosed,2015-08-07,2016-02-16,2015,NULL,1
/players/robert-alford-alforro01,Leg,2019-09-02,2020-02-24,2019,16,2
/players/robert-alford-alforro01,Pectoral,2020-08-22,2021-02-24,2020,NULL,3
/players/robert-alford-alforro01,Pectoral,2021-12-18,2022-02-24,2021,5,4
/players/robert-alford-alforro01,Wrist,2014-12-15,2015-02-24,2014,2,1
/players/robert-beal-bealro01,Hamstring,2023-08-31,2023-12-17,2023,11,1
/players/robert-davis-davisro09,Knee,2018-08-13,2019-02-24,2018,16,1
/players/robert-davis-davisro09,"Lower Body",2020-08-26,2020-09-03,2020,NULL,2
/players/robert-herron-herroro01,Hamstring,2015-09-02,2015-09-05,2015,NULL,1
/players/robert-myers-myersro02,,2023-05-09,2024-02-24,2023,NULL,2
/players/robert-myers-myersro02,Leg,2017-08-09,2017-08-14,2017,NULL,1
/players/robert-nkemdiche-nkemdro01,Knee,2018-12-11,2019-02-24,2018,3,1
/players/robert-rochell-rochero01,Chest,2021-12-11,2022-02-24,2021,1,1
/players/robert-windsor-windsro02,,2023-04-18,2024-02-24,2023,NULL,2
/players/robert-windsor-windsro02,Undisclosed,2021-07-25,2022-02-24,2021,NULL,1
/players/robert-woods-woodsro06,Groin,2015-12-22,2016-02-24,2015,2,1
/players/robert-woods-woodsro06,Knee,2021-11-24,2022-02-24,2021,11,2
/players/rock-yasin-yasinro01,Knee,2022-12-29,2023-02-24,2022,2,1
/players/rod-taylor-tayloro04,Knee,2018-08-04,2019-02-24,2018,NULL,1
/players/rodarius-williams-williro20,Knee,2021-10-14,2022-02-24,2021,12,1
/players/rodarius-williams-williro20,Knee,2022-09-01,2022-11-20,2022,9,2
/players/roderick-johnson-johnsro14,Knee,2017-09-04,2018-02-24,2017,16,1
/players/roderick-johnson-johnsro14,Undisclosed,2023-08-26,2024-02-24,2023,18,2
/players/rodney-anderson-anderro06,Knee,2019-08-31,2020-02-24,2019,16,1
/players/rodney-gunter-guntero01,Toe,2019-12-10,2020-02-24,2019,3,1
/players/ronald-blair-blairro01,Knee,2019-11-13,2020-02-24,2019,10,2
/players/ronald-blair-blairro01,Thumb,2017-09-04,2017-11-05,2017,8,1
/players/ronald-darby-darbyro01,Hamstring,2021-09-14,2021-10-17,2021,3,3
/players/ronald-darby-darbyro01,Hip,2019-12-24,2020-02-24,2019,2,2
/players/ronald-darby-darbyro01,Knee,2018-11-17,2019-02-24,2018,9,1
/players/ronald-darby-darbyro01,Knee,2022-10-10,2023-02-24,2022,12,5
/players/ronald-darby-darbyro01,Shoulder,2022-01-07,2022-02-24,2021,NULL,4
/players/ronald-powell-powelro03,Undisclosed,2015-09-02,2015-09-06,2015,NULL,1
/players/ronald-powell-powelro03,Undisclosed,2017-08-11,2017-08-16,2017,NULL,2
/players/rondale-moore-moorero09,Groin,2022-12-14,2023-02-24,2022,4,1
/players/ronnie-harrison-harriro09,Knee,2018-12-17,2019-02-24,2018,2,1
/players/ronnie-harrison-harriro09,Shoulder,2020-12-01,2021-01-03,2020,4,2
/players/ronnie-perkins-perkiro01,Ankle,2021-12-16,2022-02-24,2021,2,1
/players/ronnie-perkins-perkiro01,Undisclosed,2022-08-23,2023-02-24,2022,17,2
/players/ronnie-stanley-stanlro02,Ankle,2020-11-03,2021-02-24,2020,11,1
/players/ronnie-stanley-stanlro02,Ankle,2021-10-19,2022-02-24,2021,11,2
/players/roquan-smith-smithro18,Pectoral,2019-12-09,2020-02-24,2019,3,1
/players/rory-anderson-anderro04,,2019-03-04,2020-02-24,2019,NULL,2
/players/rory-anderson-anderro04,Undisclosed,2015-09-05,2016-02-24,2015,16,1
/players/ross-cockrell-cockrro01,Leg,2018-08-01,2019-02-24,2018,NULL,1
/players/roy-lopez-lopezro01,Hamstring,2023-08-30,2023-09-04,2023,NULL,1
/players/russell-bodine-bodinru01,Leg,2018-12-04,2019-02-24,2018,4,1
/players/russell-gage-gageru01,Knee,2023-08-20,2024-02-24,2023,19,1
/players/ryan-anderson-anderry01,Knee,2020-12-12,2021-02-24,2020,5,1
/players/ryan-connelly-connery01,Knee,2019-09-30,2020-02-24,2019,12,1
/players/ryan-connelly-connery01,Knee,2021-12-13,2022-02-24,2021,4,2
/players/ryan-glasgow-glasgry01,Knee,2018-09-26,2019-02-24,2018,13,1
/players/ryan-glasgow-glasgry01,Knee,2019-10-30,2020-02-24,2019,8,2
/players/ryan-griffin-griffry01,Ankle,2019-12-12,2020-02-24,2019,3,3
/players/ryan-griffin-griffry01,Concussion,2017-11-10,2018-02-24,2017,8,2
/players/ryan-griffin-griffry01,"Designated for Return",2015-09-15,2015-11-16,2015,7,1
/players/ryan-griffin-griffry01,Knee,2021-12-21,2022-02-24,2021,3,4
/players/ryan-izzo-izzory01,Ankle,2018-09-02,2019-02-24,2018,19,1
/players/ryan-izzo-izzory01,Hamstring,2020-12-10,2021-02-24,2020,4,2
/players/ryan-jensen-jensery01,Knee,2022-09-01,2023-01-16,2022,17,1
/players/ryan-jensen-jensery01,Knee,2023-08-29,2024-02-24,2023,NULL,2
/players/ryan-kelly-kellyry01,Concussion,2017-12-18,2018-02-24,2017,2,1
/players/ryan-nassib-nassiry01,Elbow,2016-12-20,2017-02-24,2016,3,1
/players/ryan-ramczyk-ramczry01,Knee,2023-12-30,2024-02-24,2023,2,1
/players/ryan-russell-russery01,Abdomen,2015-12-02,2016-02-24,2015,5,1
/players/ryan-shazier-shaziry01,Spine,2017-12-12,2018-02-24,2017,4,1
/players/ryan-smith-smithry04,"Core Muscle",2021-09-07,2021-10-10,2021,4,1
/players/ryan-smith-smithry04,Knee,2021-11-13,2022-02-24,2021,NULL,2
/players/ryan-switzer-switzry01,Back,2019-11-14,2020-02-24,2019,7,1
/players/ryan-switzer-switzry01,Foot,2021-08-16,2022-02-24,2021,17,2
/players/saahdiq-charles-charlsa01,Calf,2023-10-28,2023-12-17,2023,6,3
/players/saahdiq-charles-charlsa01,Concussion,2023-01-06,2023-02-24,2022,1,2
/players/saahdiq-charles-charlsa01,Knee,2020-10-24,2021-02-24,2020,11,1
/players/sam-barrington-barrisa01,Foot,2015-09-15,2016-02-24,2015,17,2
/players/sam-barrington-barrisa01,Hamstring,2013-11-05,2014-02-24,2013,9,1
/players/sam-barrington-barrisa01,Undisclosed,2017-09-02,2017-09-03,2017,NULL,3
/players/sam-darnold-darnosa01,Ankle,2022-09-01,2022-11-27,2022,9,2
/players/sam-darnold-darnosa01,Shoulder,2021-11-12,2021-12-26,2021,5,1
/players/sam-ehlinger-ehlinsa01,Knee,2021-09-02,2021-11-04,2021,6,1
/players/sam-hubbard-hubbasa01,Elbow,2020-10-15,2020-11-15,2020,3,1
/players/sam-montgomery-montgsa01,,2019-03-04,2020-02-24,2019,NULL,1
/players/sam-tevi-tevisa01,Knee,2021-08-30,2022-02-24,2021,17,1
/players/sam-womack-womacsa01,Knee,2023-09-16,2023-12-31,2023,9,1
/players/sammy-watkins-watkisa01,Foot,2016-09-30,2016-11-27,2016,7,1
/players/sammy-watkins-watkisa01,Hamstring,2022-09-24,2022-10-23,2022,4,2
/players/samori-toure-touresa01,Knee,2024-01-01,2024-02-24,2023,3,1
/players/samuel-cosmi-cosmisa01,Hip,2021-11-29,2021-12-21,2021,3,1
/players/sanders-commings-commisa01,Ankle,2014-08-25,2015-02-24,2014,NULL,3
/players/sanders-commings-commisa01,"Designated for Return",2013-09-03,2013-11-17,2013,9,1
/players/sanders-commings-commisa01,Shoulder,2013-11-30,2014-02-24,2013,NULL,2
/players/sanders-commings-commisa01,Undisclosed,2015-09-06,2015-12-14,2015,13,4
/players/saquan-hampton-hamptsa01,Achilles,2020-12-16,2021-02-24,2020,3,3
/players/saquan-hampton-hamptsa01,Undisclosed,2019-12-17,2020-02-24,2019,3,1
/players/saquan-hampton-hamptsa01,Undisclosed,2020-09-06,2020-12-13,2020,1,2
/players/saquon-barkley-barklsa01,Knee,2020-09-22,2021-02-24,2020,14,1
/players/scooby-wright-wrighsc01,,2023-05-11,2024-02-24,2023,NULL,1
/players/scooby-wright-wrighsc01,,2024-04-24,2025-02-24,2024,NULL,2
/players/scott-crichton-crichsc01,Concussion,2015-12-19,2016-02-24,2015,4,1
/players/scott-crichton-crichsc01,Undisclosed,2016-08-31,2017-02-24,2016,NULL,2
/players/scott-miller-millesc03,Hamstring,2019-12-17,2020-02-24,2019,2,1
/players/scott-miller-millesc03,Toe,2021-09-29,2021-11-28,2021,7,2
/players/scott-quessenberry-quesssc01,Knee,2023-08-04,2024-02-24,2023,NULL,1
/players/sean-davis-davisse01,,2023-04-04,2024-02-24,2023,NULL,2
/players/sean-davis-davisse01,Shoulder,2019-09-17,2020-02-24,2019,14,1
/players/sean-murphybunting-buntise01,Elbow,2021-09-13,2022-01-23,2021,8,1
/players/sean-porter-portese01,Hamstring,2016-12-27,2017-02-24,2016,1,3
/players/sean-porter-portese01,Knee,2014-10-07,2015-02-24,2014,13,2
/players/sean-porter-portese01,Shoulder,2013-08-27,2014-02-24,2013,17,1
/players/sean-renfree-renfrse01,Shoulder,2013-08-30,2014-02-24,2013,16,1
/players/seantrel-henderson-hendese01,Ankle,2018-09-12,2019-02-24,2018,16,1
/players/sebastian-joseph-josepse01,Pectoral,2021-11-05,2022-02-13,2021,6,1
/players/senquez-golson-golsose01,Foot,2016-10-08,2017-02-24,2016,NULL,2
/players/senquez-golson-golsose01,Shoulder,2015-08-31,2016-02-24,2015,NULL,1
/players/shamar-stephen-stephsh01,Knee,2015-10-20,2016-02-24,2015,12,1
/players/shamarko-thomas-thomash01,Concussion,2016-12-24,2017-02-24,2016,5,1
/players/shane-lemieux-lemiesh01,Biceps,2023-10-19,2024-02-24,2023,11,4
/players/shane-lemieux-lemiesh01,Foot,2022-09-01,2022-11-20,2022,9,2
/players/shane-lemieux-lemiesh01,Knee,2021-09-16,2022-02-24,2021,16,1
/players/shane-lemieux-lemiesh01,Toe,2022-12-28,2023-02-24,2022,NULL,3
/players/shane-ray-raysh01,,2021-08-11,2021-10-05,2021,NULL,3
/players/shane-ray-raysh01,,2021-10-08,2021-11-05,2021,NULL,4
/players/shane-ray-raysh01,,2022-06-24,2022-07-03,2022,NULL,5
/players/shane-ray-raysh01,,2022-10-06,2023-02-24,2022,NULL,6
/players/shane-ray-raysh01,,2022-11-19,2023-02-24,2022,NULL,7
/players/shane-ray-raysh01,Hamstring,2023-08-21,2023-08-25,2023,NULL,8
/players/shane-ray-raysh01,Wrist,2017-09-04,2017-10-30,2017,6,1
/players/shane-ray-raysh01,Wrist,2017-12-19,2018-02-24,2017,NULL,2
/players/shaq-lawson-lawsosh01,Ankle,2017-12-05,2018-02-24,2017,5,1
/players/shaq-thompson-thompsh02,Leg,2023-09-19,2024-02-24,2023,15,2
/players/shaq-thompson-thompsh02,Shoulder,2018-12-20,2019-02-24,2018,2,1
/players/shaquelle-evans-evanssh01,,2021-08-20,2021-10-19,2021,NULL,2
/players/shaquelle-evans-evanssh01,,2022-06-29,2022-09-03,2022,NULL,3
/players/shaquelle-evans-evanssh01,,2022-08-18,2022-09-03,2022,NULL,4
/players/shaquelle-evans-evanssh01,,2023-06-09,2023-07-27,2023,NULL,5
/players/shaquelle-evans-evanssh01,Shoulder,2014-08-20,2015-02-24,2014,NULL,1
/players/shaquill-griffin-griffsh01,Back,2022-10-26,2023-02-24,2022,12,1
/players/shaquille-leonard-leonada01,Back,2022-11-12,2023-02-24,2022,8,1
/players/shaquille-quarterman-quartsh01,Knee,2020-11-07,2020-12-06,2020,4,1
/players/shaquille-richardson-richash03,,2022-05-12,2022-09-30,2022,NULL,2
/players/shaquille-richardson-richash03,,2022-08-11,2022-09-30,2022,NULL,3
/players/shaquille-richardson-richash03,,2023-09-08,2024-02-24,2023,NULL,4
/players/shaquille-richardson-richash03,Knee,2018-08-07,2018-08-23,2018,NULL,1
/players/sharrif-floyd-floydsh01,Knee,2016-12-12,2017-02-24,2016,3,1
/players/shaun-bradley-bradlsh02,Achilles,2023-08-14,2024-02-24,2023,18,3
/players/shaun-bradley-bradlsh02,Neck,2021-01-01,2021-02-24,2020,1,1
/players/shaun-bradley-bradlsh02,Wrist,2023-01-07,2023-02-24,2022,4,2
/players/shaun-dion-hamilton-hamilsh01,Elbow,2020-12-21,2021-01-11,2020,3,1
/players/shaun-dion-hamilton-hamilsh01,Undisclosed,2021-08-17,2022-02-24,2021,17,2
/players/shawn-davis-davissh03,Abdomen,2022-08-31,2022-09-08,2022,NULL,1
/players/shelby-harris-harrish01,Knee,2020-12-31,2021-02-24,2020,1,1
/players/sheldon-day-daysh01,Knee,2020-09-07,2020-10-18,2020,5,1
/players/sheldon-rankins-rankish01,Achilles,2019-01-16,2019-02-24,2018,1,2
/players/sheldon-rankins-rankish01,Ankle,2019-12-11,2020-02-24,2019,4,3
/players/sheldon-rankins-rankish01,Knee,2020-11-06,2020-12-06,2020,4,4
