player,injury,start,end,season,missed,ir_sequence
/players/dee-milliner-millide01,Hamstring,2016-09-04,2016-09-28,2016,3,3
/players/deebo-samuel-samuede01,Foot,2020-09-12,2020-10-04,2020,3,1
/players/deion-jones-jonesde07,Foot,2018-09-11,2018-12-02,2018,8,1
/players/deion-jones-jonesde07,Shoulder,2022-09-01,2022-10-23,2022,5,2
/players/deiondre-hall-hallde05,Hamstring,2017-09-04,2017-12-03,2017,11,1
/players/deiontrez-mount-mountde01,Achilles,2018-06-12,2019-02-24,2018,NULL,3
/players/deiontrez-mount-mountde01,Hamstring,2017-08-19,2017-11-19,2017,NULL,2
/players/deiontrez-mount-mountde01,Knee,2015-10-17,2016-02-24,2015,12,1
/players/delano-hill-hillde03,Back,2020-10-21,2021-02-24,2020,12,2
/players/delano-hill-hillde03,Hip,2019-01-01,2019-02-24,2018,1,1
/players/delarrin-turneryell-turnede04,Knee,2024-01-04,2024-02-24,2023,1,1
/players/demarcus-christmas-chrisde02,,2022-06-10,2022-06-17,2022,NULL,2
/players/demarcus-christmas-chrisde02,,2022-10-28,2023-02-24,2022,NULL,3
/players/demarcus-christmas-chrisde02,,2023-06-23,2024-02-24,2023,NULL,4
/players/demarcus-christmas-chrisde02,,2023-10-06,2024-02-24,2023,NULL,5
/players/demarcus-christmas-chrisde02,Undisclosed,2021-07-06,2022-02-24,2021,NULL,1
/players/demarcus-lawrence-lawrede01,"Designated for Return",2014-09-02,2014-11-02,2014,8,1
/players/demarcus-lawrence-lawrede01,Foot,2021-09-16,2021-12-02,2021,10,2
/players/demarcus-walker-walkede09,Calf,2020-09-23,2020-10-25,2020,3,1
/players/demarcus-walker-walkede09,Hamstring,2021-12-04,2021-12-26,2021,3,2
/players/demarvin-leal-lealde01,Knee,2022-10-15,2022-12-04,2022,6,1
/players/demarvion-overshown-oversde01,Knee,2023-08-29,2024-02-24,2023,18,1
/players/demetri-goodson-goodsde01,Knee,2016-12-03,2017-02-24,2016,8,1
/players/demetri-goodson-goodsde01,Knee,2017-12-22,2018-02-24,2017,NULL,2
/players/demetrius-mccray-mccrade01,Ankle,2017-09-03,2017-10-15,2017,NULL,1
/players/demetrius-mccray-mccrade01,Knee,2017-11-06,2017-11-09,2017,NULL,2
/players/demetrius-rhaney-rhanede01,Knee,2014-08-26,2015-02-24,2014,16,1
/players/denard-robinson-robinde05,Foot,2014-12-16,2015-02-24,2014,2,1
/players/dennis-daley-daleyde01,Ankle,2023-08-31,2023-10-15,2023,5,2
/players/dennis-daley-daleyde01,Concussion,2020-12-22,2021-02-24,2020,2,1
/players/denzel-mims-mimsde01,Ankle,2023-08-19,2023-08-24,2023,NULL,2
/players/denzel-mims-mimsde01,Hamstring,2020-09-15,2020-10-25,2020,5,1
/players/denzel-perryman-perryde01,Ankle,2017-09-04,2017-11-12,2017,8,1
/players/denzel-perryman-perryde01,Knee,2018-11-13,2019-02-24,2018,9,2
/players/denzel-perryman-perryde01,Shoulder,2022-12-28,2023-02-24,2022,2,3
/players/denzelle-good-goodede01,Knee,2021-09-15,2022-02-24,2021,17,2
/players/denzelle-good-goodede01,Undisclosed,2017-09-13,2017-11-12,2017,8,1
/players/deon-bush-bushde02,Quadriceps,2021-10-19,2021-11-21,2021,3,1
/players/deon-cain-cainde01,Head,2021-09-01,2021-09-03,2021,NULL,2
/players/deon-cain-cainde01,Knee,2018-08-12,2019-02-24,2018,18,1
/players/deone-bucannon-bucande01,Ankle,2016-12-13,2017-02-24,2016,3,1
/players/deonte-brown-brownde16,,2024-03-31,2025-02-24,2024,NULL,2
/players/deonte-brown-brownde16,Knee,2021-10-16,2021-12-12,2021,7,1
/players/derek-barnett-barnede04,Knee,2022-09-13,2023-02-24,2022,19,2
/players/derek-barnett-barnede04,Shoulder,2018-10-25,2019-02-24,2018,11,1
/players/derek-rivers-riverde01,Biceps,2022-08-30,2023-02-24,2022,17,3
/players/derek-rivers-riverde01,Knee,2017-09-02,2018-02-24,2017,19,1
/players/derek-rivers-riverde01,Undisclosed,2019-08-31,2020-02-24,2019,17,2
/players/derek-stingley-stingde01,Hamstring,2022-12-17,2023-02-24,2022,4,1
/players/derek-stingley-stingde01,Hamstring,2023-09-23,2023-11-12,2023,6,2
/players/derrek-tuszka-tuszkde01,Hamstring,2020-10-27,2020-12-13,2020,6,1
/players/derrick-henry-henryde01,Foot,2021-11-01,2022-01-22,2021,9,1
/players/derrick-kindred-kindrde01,Wrist,2017-12-19,2018-02-24,2017,2,1
/players/derrick-nnadi-nnadide01,Triceps,2024-01-27,2024-02-24,2023,2,1
/players/derrius-guice-guicede01,Knee,2018-08-11,2019-02-24,2018,16,1
/players/derrius-guice-guicede01,Knee,2019-09-13,2019-11-17,2019,8,2
/players/derrius-guice-guicede01,Knee,2019-12-10,2020-02-24,2019,NULL,3
/players/derwin-james-jamesde01,Foot,2019-09-02,2019-12-01,2019,11,1
/players/derwin-james-jamesde01,Knee,2020-09-05,2021-02-24,2020,NULL,2
/players/deshaun-watson-watsode03,,2023-11-15,2024-02-24,2023,9,2
/players/deshaun-watson-watsode03,Knee,2017-11-03,2018-02-24,2017,9,1
/players/deshon-elliott-elliode02,Biceps,2021-11-08,2022-02-24,2021,9,3
/players/deshon-elliott-elliode02,Forearm,2018-08-31,2019-02-24,2018,17,1
/players/deshon-elliott-elliode02,Knee,2019-10-15,2020-02-24,2019,11,2
/players/desmond-trufant-trufade01,Forearm,2019-12-10,2020-02-24,2019,3,2
/players/desmond-trufant-trufade01,Hamstring,2020-12-02,2021-02-24,2020,5,3
/players/desmond-trufant-trufade01,Shoulder,2016-11-29,2017-02-24,2016,8,1
/players/deuce-vaughn-vaughde01,,2024-01-03,2024-02-24,2023,2,1
/players/devante-bond-bondde01,Foot,2018-09-01,2018-10-21,2018,1,2
/players/devante-bond-bondde01,Hamstring,2016-09-23,2017-02-24,2016,14,1
/players/devante-bond-bondde01,Knee,2022-07-11,2023-02-24,2022,NULL,3
/players/devante-mays-maysde01,Ankle,2019-09-01,2020-02-24,2019,16,2
/players/devante-mays-maysde01,Hamstring,2018-09-02,2018-09-10,2018,NULL,1
/players/devante-parker-parkede02,Hamstring,2021-11-05,2021-12-05,2021,4,1
/players/devin-asiasi-asiasde01,Undisclosed,2020-11-03,2020-12-10,2020,5,1
/players/devin-bush-bushde03,Knee,2020-10-23,2021-02-24,2020,12,1
/players/devin-duvernay-duverde01,Back,2023-12-13,2024-01-20,2023,4,2
/players/devin-duvernay-duverde01,Foot,2022-12-20,2023-02-24,2022,4,1
/players/devin-fuller-fullede01,Knee,2017-08-04,2018-02-24,2017,NULL,2
/players/devin-fuller-fullede01,Shoulder,2016-08-31,2017-02-24,2016,19,1
/players/devin-funchess-funchde01,Clavicle,2019-09-10,2020-02-24,2019,15,2
/players/devin-funchess-funchde01,Hamstring,2021-08-25,2021-08-27,2021,NULL,3
/players/devin-funchess-funchde01,Knee,2016-12-29,2017-02-24,2016,1,1
/players/devin-harper-harpede02,Achilles,2022-10-29,2023-02-24,2022,12,1
/players/devin-lucien-luciede01,,2019-03-25,2020-02-24,2019,NULL,2
/players/devin-lucien-luciede01,Undisclosed,2017-09-03,2017-09-06,2017,NULL,1
/players/devin-smith-smithde11,Knee,2015-12-18,2016-02-24,2015,3,1
/players/devin-smith-smithde11,Knee,2017-05-23,2018-02-24,2017,NULL,2
/players/devin-street-streede01,Undisclosed,2017-08-24,2017-08-30,2017,NULL,1
/players/devon-achane-achande01,Knee,2023-10-11,2023-11-19,2023,4,1
/players/devon-kennard-kennade02,Foot,2015-12-28,2016-02-24,2015,1,1
/players/devonta-freeman-freemde01,Ankle,2020-11-13,2021-01-07,2020,4,2
/players/devonta-freeman-freemde01,Foot,2018-10-16,2019-02-24,2018,10,1
/players/devonte-holloman-hollode02,Neck,2014-08-27,2015-02-13,2014,18,1
/players/dexter-mcdonald-mcdonde03,Ankle,2018-09-02,2019-02-24,2018,16,1
/players/dexter-mcdougle-mcdoude01,Knee,2014-08-20,2015-02-24,2014,16,1
/players/dezmen-southward-southde01,Undisclosed,2016-08-30,2016-09-07,2016,NULL,1
/players/dezmon-patmon-patmode01,Foot,2021-09-02,2021-11-04,2021,8,1
/players/dillon-mitchell-mitchdi01,,2022-08-12,2022-08-18,2022,NULL,1
/players/dillon-radunz-radundi01,Knee,2022-12-21,2023-02-24,2022,3,1
/players/dion-sims-simsdi01,Concussion,2018-11-17,2019-02-24,2018,8,1
/players/diontae-johnson-johnsdi05,,2023-09-18,2023-10-22,2023,4,1
/players/divine-deablo-deabldi01,Forearm,2022-11-07,2023-02-24,2022,9,1
/players/dj-alexander-alexadj01,Foot,2019-10-22,2020-02-24,2019,9,1
/players/dj-chark-charkdj01,Ankle,2021-10-04,2022-02-24,2021,13,1
/players/dj-chark-charkdj01,Ankle,2022-10-22,2022-11-20,2022,4,2
/players/dj-davidson-daviddj01,Knee,2022-10-11,2023-02-24,2022,14,1
/players/dj-fluker-flukedj01,Knee,2021-07-29,2021-08-02,2021,NULL,2
/players/dj-fluker-flukedj01,Toe,2017-11-27,2018-02-24,2017,5,1
/players/dj-hayden-haydedj01,Hamstring,2016-12-03,2017-02-24,2016,6,2
/players/dj-hayden-haydedj01,Hamstring,2020-10-07,2020-11-22,2020,5,3
/players/dj-hayden-haydedj01,Hernia,2013-11-20,2014-02-24,2013,6,1
/players/dj-hayden-haydedj01,Knee,2020-11-24,2021-02-24,2020,NULL,4
/players/dj-humphries-humphdj01,Back,2022-11-26,2023-02-24,2022,6,3
/players/dj-humphries-humphdj01,Knee,2017-11-10,2018-02-24,2017,7,1
/players/dj-humphries-humphdj01,Knee,2018-12-05,2019-02-24,2018,4,2
/players/dj-humphries-humphdj01,Knee,2024-01-05,2024-02-24,2023,1,4
/players/dj-ivey-iveydj01,Knee,2023-12-18,2024-02-24,2023,3,1
/players/dj-jones-jonesdj02,Ankle,2019-12-14,2020-02-24,2019,6,1
/players/dj-reader-readedj01,Knee,2022-09-29,2022-11-20,2022,6,3
/players/dj-reader-readedj01,Quadriceps,2020-10-12,2021-02-24,2020,11,2
/players/dj-reader-readedj01,Quadriceps,2023-12-18,2024-02-24,2023,3,4
/players/dj-reader-readedj01,Undisclosed,2017-12-19,2018-02-24,2017,2,1
/players/dj-wonnum-wonnudj01,Quadriceps,2023-12-27,2024-02-24,2023,2,1
/players/djoun-smith-smithdj02,Ankle,2016-09-04,2017-01-01,2016,1,3
/players/djoun-smith-smithdj02,"Designated for Return",2015-09-18,2015-11-22,2015,8,1
/players/djoun-smith-smithdj02,Knee,2015-12-24,2016-02-24,2015,NULL,2
/players/dmarco-jackson-jacksdm01,Undisclosed,2022-08-09,2023-02-24,2022,NULL,1
/players/dominique-easley-easledo01,Knee,2014-12-17,2015-02-24,2014,5,1
/players/dominique-easley-easledo01,Knee,2017-08-05,2018-02-24,2017,NULL,3
/players/dominique-easley-easledo01,Knee,2018-10-02,2019-02-24,2018,15,4
/players/dominique-easley-easledo01,Thigh,2015-12-15,2016-02-24,2015,5,2
/players/don-jones-jonesdo09,Knee,2017-09-02,2018-02-24,2017,16,1
/players/donavon-clark-clarkdo03,Knee,2016-08-30,2017-02-24,2016,16,1
/players/donavon-clark-clarkdo03,Knee,2017-09-03,2018-02-24,2017,16,2
/players/donnel-pumphrey-pumphdo02,Hamstring,2017-09-15,2018-02-24,2017,18,1
/players/donnie-lewis-lewisdo02,Hamstring,2021-08-24,2021-09-14,2021,NULL,1
/players/donnie-lewis-lewisdo02,Undisclosed,2022-08-31,2022-09-01,2022,NULL,2
/players/donovan-wilson-wilsodo03,Shoulder,2021-11-24,2021-12-26,2021,4,1
/players/donta-foreman-foremdo01,Achilles,2017-11-22,2018-02-24,2017,6,1
/players/donta-foreman-foremdo01,Biceps,2019-08-19,2019-08-24,2019,NULL,2
/players/dontae-johnson-johnsdo08,Groin,2018-09-08,2018-09-27,2018,3,1
/players/dontavius-russell-russedo03,Hip,2020-08-09,2021-02-24,2020,NULL,1
/players/donte-jackson-jacksdo04,Achilles,2022-11-14,2023-02-24,2022,7,2
/players/donte-jackson-jacksdo04,Groin,2021-11-30,2022-02-24,2021,5,1
/players/doran-grant-grantdo01,Head,2017-09-03,2017-09-18,2017,2,1
/players/dorian-johnson-johnsdo09,Undisclosed,2019-08-02,2019-08-20,2019,NULL,1
/players/dorian-odaniel-odanido01,Ankle,2020-12-05,2021-01-17,2020,5,1
/players/dorian-thompsonrobinson-thompdo06,Hip,2023-12-26,2024-02-24,2023,3,1
/players/doug-kramer-kramedo01,Hand,2023-08-31,2023-10-22,2023,6,2
/players/doug-kramer-kramedo01,"Lower Body",2022-08-16,2023-02-24,2022,17,1
/players/drake-jackson-jacksdr02,Knee,2023-11-11,2024-02-24,2023,12,1
/players/dre-greenlaw-greendr01,"Core Muscle",2021-09-18,2021-11-28,2021,9,1
/players/dremont-jones-jonesdr01,Hip,2022-12-17,2023-02-24,2022,4,2
/players/dremont-jones-jonesdr01,Knee,2020-09-21,2020-10-25,2020,3,1
/players/drew-forbes-forbedr01,Knee,2019-09-02,2019-12-08,2019,9,1
/players/drew-forbes-forbedr01,Knee,2021-08-31,2022-02-24,2021,15,2
/players/drew-lock-lockdr01,Thumb,2019-09-02,2019-12-01,2019,11,1
/players/drew-sample-sampldr01,Ankle,2019-12-07,2020-02-24,2019,4,1
/players/drew-sample-sampldr01,Knee,2022-10-03,2023-02-24,2022,15,2
/players/dru-samia-samiadr01,Hamstring,2021-09-01,2021-09-08,2021,NULL,1
/players/drue-tranquill-tranqdr01,Leg,2020-09-15,2021-02-24,2020,15,1
/players/duke-dawson-dawsodu01,Groin,2022-08-23,2022-08-25,2022,NULL,3
/players/duke-dawson-dawsodu01,Hamstring,2018-09-06,2018-11-13,2018,10,1
/players/duke-dawson-dawsodu01,Knee,2020-12-16,2021-02-24,2020,3,2
/players/duke-dawson-dawsodu01,Knee,2023-08-14,2023-08-21,2023,NULL,4
/players/duke-ejiofor-ejiofdu01,Achilles,2019-05-10,2020-02-24,2019,NULL,1
/players/duke-ejiofor-ejiofdu01,Knee,2020-08-21,2021-02-24,2020,NULL,2
/players/duke-riley-rileydu01,Biceps,2021-01-01,2021-02-24,2020,1,1
/players/duke-shelley-shelldu01,Hamstring,2021-11-23,2021-12-26,2021,4,1
/players/duke-shelley-shelldu01,Hamstring,2023-11-28,2024-01-14,2023,6,2
/players/dustin-hopkins-hopkidu01,Groin,2013-10-07,2014-02-24,2013,11,1
/players/dustin-hopkins-hopkidu01,Hamstring,2022-11-22,2023-02-24,2022,8,3
/players/dustin-hopkins-hopkidu01,Hip,2017-10-18,2017-12-17,2017,8,2
/players/dwayne-eskridge-eskridw01,Concussion,2021-10-07,2021-11-14,2021,4,1
/players/dwayne-eskridge-eskridw01,Hand,2022-11-26,2023-02-24,2022,8,2
/players/dwayne-eskridge-eskridw01,Ribs,2023-12-30,2024-02-24,2023,2,3
/players/dylan-cantrell-cantrdy01,Shoulder,2019-07-29,2020-02-24,2019,NULL,1
/players/dylan-cantrell-cantrdy01,Undisclosed,2021-06-04,2022-02-24,2021,NULL,2
/players/dylan-donahue-donahdy01,Elbow,2017-10-04,2018-02-24,2017,12,1
/players/earl-watford-watfoea01,Hand,2015-12-08,2016-02-24,2015,6,1
/players/earl-watford-watfoea01,Undisclosed,2021-09-06,2021-09-14,2021,1,2
/players/earl-wolff-wolffea01,Knee,2014-11-18,2015-02-24,2014,6,1
/players/earl-wolff-wolffea01,Leg,2016-08-31,2016-09-07,2016,NULL,2
/players/earl-wolff-wolffea01,Undisclosed,2017-09-02,2017-09-09,2017,NULL,3
/players/ed-reynolds-reynoed02,Knee,2017-08-30,2017-09-04,2017,NULL,1
/players/ed-stinson-stinsed01,Neck,2017-11-13,2018-02-24,2017,6,3
/players/ed-stinson-stinsed01,Toe,2014-12-16,2015-02-24,2014,3,1
/players/ed-stinson-stinsed01,Toe,2017-09-03,2017-10-08,2017,1,2
/players/eddie-goldman-goldmed01,Ankle,2015-12-30,2016-02-24,2015,1,1
/players/eddie-goldman-goldmed01,Ankle,2016-12-23,2017-02-24,2016,2,2
/players/eddie-jackson-jacksed06,Foot,2022-11-29,2023-02-24,2022,5,1
/players/eddie-lacy-lacyed01,Ankle,2016-10-20,2017-02-24,2016,14,1
/players/eddie-vanderdoes-vandeed01,Concussion,2019-09-01,2019-12-01,2019,4,1
/players/edmond-robinson-robined06,,2023-04-03,2024-01-30,2023,NULL,2
/players/edmond-robinson-robined06,Groin,2017-09-18,2017-12-19,2017,12,1
/players/edmund-kugbila-kugbied01,Back,2014-07-25,2015-02-24,2014,NULL,2
/players/edmund-kugbila-kugbied01,Knee,2013-08-27,2014-02-24,2013,17,1
/players/ego-ferguson-fergueg01,Knee,2015-10-17,2016-02-24,2015,11,1
/players/ego-ferguson-fergueg01,Undisclosed,2016-09-04,2017-02-24,2016,16,2
/players/ej-gaines-gaineej01,Concussion,2018-11-07,2019-02-24,2018,7,2
/players/ej-gaines-gaineej01,"Core Muscle",2019-08-10,2019-08-18,2019,NULL,3
/players/ej-gaines-gaineej01,Foot,2015-08-31,2016-02-24,2015,NULL,1
/players/elandon-roberts-roberel02,Knee,2020-12-31,2021-02-24,2020,1,1
/players/elerson-smith-smithel02,Achilles,2022-12-15,2023-02-24,2022,NULL,4
/players/elerson-smith-smithel02,Achilles,2023-07-26,2023-07-29,2023,NULL,5
/players/elerson-smith-smithel02,Hamstring,2021-09-02,2021-11-07,2021,8,1
/players/elerson-smith-smithel02,Leg,2022-09-01,2022-10-30,2022,7,3
/players/elerson-smith-smithel02,Neck,2022-01-05,2022-02-24,2021,NULL,2
/players/elgton-jenkins-jenkiel02,Knee,2021-11-23,2022-02-24,2021,5,1
/players/eli-apple-appleel01,Ankle,2020-09-07,2020-10-04,2020,3,1
/players/elijah-hood-hoodel01,Knee,2018-09-01,2019-02-24,2018,16,1
/players/elijah-mcguire-mcguiel01,Ankle,2021-08-17,2021-08-26,2021,NULL,2
/players/elijah-mcguire-mcguiel01,Foot,2018-09-03,2018-11-04,2018,8,1
/players/elijah-mitchell-mitchel02,Knee,2022-09-13,2022-11-13,2022,7,1
/players/elijah-mitchell-mitchel02,Knee,2022-12-03,2023-01-07,2022,NULL,2
/players/elijah-molden-moldeel01,Groin,2022-09-09,2022-11-13,2022,8,1
/players/elijah-molden-moldeel01,Groin,2022-12-07,2023-02-24,2022,NULL,2
/players/elijah-moore-mooreel01,Quadriceps,2021-12-11,2022-02-24,2021,5,1
/players/emmanuel-ogbah-ogbahem01,Foot,2017-11-21,2018-02-24,2017,6,1
/players/emmanuel-ogbah-ogbahem01,Pectoral,2019-11-18,2020-02-24,2019,9,2
/players/emmanuel-ogbah-ogbahem01,Triceps,2022-11-14,2023-02-24,2022,8,3
/players/eno-benjamin-benjaen01,Achilles,2023-08-06,2024-02-24,2023,NULL,1
/players/equanimeous-st-brown-stbroeq01,Ankle,2019-08-31,2020-02-24,2019,18,1
/players/equanimeous-st-brown-stbroeq01,Hamstring,2023-10-13,2023-12-31,2023,4,3
/players/equanimeous-st-brown-stbroeq01,Knee,2020-09-19,2020-10-18,2020,3,2
/players/eric-ebron-ebroner01,Ankle,2019-11-25,2020-02-24,2019,5,1
/players/eric-ebron-ebroner01,Knee,2021-11-27,2022-02-24,2021,8,2
/players/eric-fisher-fisheer01,Achilles,2021-02-06,2021-02-24,2020,1,1
/players/eric-fisher-fisheer01,Calf,2023-01-05,2023-02-24,2022,NULL,2
/players/eric-gray-grayer01,Calf,2023-10-24,2023-11-26,2023,4,1
/players/eric-kush-kusher01,Hamstring,2017-08-08,2018-02-24,2017,NULL,1
/players/eric-kush-kusher01,Undisclosed,2020-09-05,2020-09-06,2020,NULL,2
/players/eric-murray-murraer01,Knee,2023-10-18,2024-02-24,2023,13,1
/players/eric-pinkins-pinkier01,Undisclosed,2016-09-04,2016-12-04,2016,NULL,1
/players/eric-reid-reider01,Biceps,2016-11-23,2017-02-24,2016,6,1
/players/eric-rowe-roweer01,Groin,2018-10-30,2019-02-24,2018,11,1
/players/eric-saubert-saubeer01,Undisclosed,2023-08-29,2023-09-06,2023,NULL,1
/players/eric-stokes-stokeer03,Hamstring,2023-10-25,2023-12-17,2023,7,2
/players/eric-stokes-stokeer03,Hamstring,2023-12-30,2024-02-24,2023,NULL,3
/players/eric-stokes-stokeer03,Knee,2022-11-12,2023-02-24,2022,8,1
/players/erik-mccoy-mccoyer01,Calf,2022-11-12,2022-12-18,2022,4,1
/players/ernest-jones-joneser06,Ankle,2021-12-28,2022-01-30,2021,4,1
/players/ethan-pocic-pocicet01,Back,2019-10-12,2019-12-15,2019,8,1
/players/ethan-pocic-pocicet01,"Core Muscle",2019-12-31,2020-02-24,2019,NULL,2
/players/ethan-pocic-pocicet01,Knee,2021-09-15,2021-10-17,2021,4,3
/players/ethan-pocic-pocicet01,Knee,2022-11-22,2022-12-24,2022,4,4
/players/evan-boehm-boehmev01,Knee,2021-08-16,2021-08-23,2021,NULL,1
/players/evan-engram-engraev01,Foot,2019-12-17,2020-02-24,2019,2,1
/players/evan-hull-hullev01,Knee,2023-09-13,2024-02-24,2023,16,1
/players/evan-neal-nealev01,Ankle,2023-12-24,2024-02-24,2023,3,1
/players/evan-spencer-spencev01,Concussion,2015-09-06,2016-01-03,2015,NULL,1
/players/ezekiel-ansah-ansahez01,Biceps,2020-10-10,2021-02-24,2020,12,2
/players/ezekiel-ansah-ansahez01,Shoulder,2018-12-11,2019-02-24,2018,3,1
/players/fabian-moreau-moreafa01,Hamstring,2019-12-27,2020-02-24,2019,1,1
/players/forrest-lamp-lampfo01,Calf,2021-08-23,2021-08-26,2021,NULL,3
/players/forrest-lamp-lampfo01,Knee,2017-09-02,2018-02-24,2017,NULL,1
/players/forrest-lamp-lampfo01,Leg,2019-10-23,2020-02-24,2019,9,2
/players/forrest-lamp-lampfo01,Undisclosed,2022-08-19,2022-10-25,2022,7,4
/players/foster-moreau-moreafo01,Knee,2019-12-10,2020-02-24,2019,3,1
/players/frank-darby-darbyfr01,Undisclosed,2023-08-15,2023-08-21,2023,NULL,1
/players/frank-ragnow-ragnofr01,Toe,2021-10-06,2022-02-24,2021,13,1
/players/freddie-swain-swainfr01,Hamstring,2023-08-14,2023-08-15,2023,NULL,1
/players/gabe-jackson-jacksga01,Elbow,2018-12-18,2019-02-24,2018,2,1
/players/gabe-wright-wrighga01,,2023-03-07,2023-03-13,2023,NULL,1
/players/gareon-conley-conlega01,Ankle,2020-09-07,2021-02-24,2020,NULL,2
/players/gareon-conley-conlega01,Shin,2017-11-13,2018-02-24,2017,7,1
/players/garett-bolles-bollega01,Leg,2022-10-10,2023-02-24,2022,12,1
/players/garrett-gilkey-gilkega01,Knee,2015-09-06,2016-02-24,2015,16,1
/players/gary-brightwell-brighga01,Hamstring,2023-10-28,2024-02-24,2023,10,2
/players/gary-brightwell-brighga01,Neck,2021-12-30,2022-02-24,2021,2,1
/players/gary-jennings-jenniga01,Concussion,2022-08-16,2022-08-24,2022,NULL,3
/players/gary-jennings-jenniga01,Shoulder,2019-11-20,2020-02-24,2019,6,1
/players/gary-jennings-jenniga01,Undisclosed,2021-08-09,2021-08-12,2021,NULL,2
/players/gavin-escobar-escobga01,Achilles,2015-12-25,2016-02-24,2015,2,1
/players/genard-avery-averyge01,Abdomen,2022-12-23,2023-02-24,2022,4,2
/players/genard-avery-averyge01,Elbow,2020-10-30,2020-12-13,2020,3,1
/players/genard-avery-averyge01,Knee,2023-08-18,2024-02-24,2023,17,3
/players/geno-smith-smithge04,Knee,2016-10-26,2017-02-24,2016,9,1
/players/geoff-swaim-swaimge01,Calf,2023-12-20,2024-02-24,2023,3,4
/players/geoff-swaim-swaimge01,Concussion,2019-10-22,2020-02-24,2019,9,3
/players/geoff-swaim-swaimge01,Pectoral,2016-11-16,2017-02-24,2016,8,1
/players/geoff-swaim-swaimge01,Wrist,2018-12-22,2019-02-24,2018,4,2
/players/george-asafoadjei-asafoge01,Concussion,2019-08-31,2020-02-24,2019,NULL,1
/players/george-kittle-kittlge01,Calf,2021-10-09,2021-11-07,2021,3,2
/players/george-kittle-kittlge01,Foot,2020-11-05,2020-12-26,2020,6,1
/players/gerald-christian-chrisge02,Knee,2015-09-05,2016-02-24,2015,18,1
/players/geremy-davis-davisge02,Hamstring,2019-11-30,2020-02-24,2019,5,1
/players/germain-ifedi-ifedige01,Knee,2021-10-13,2021-12-20,2021,3,1
/players/geron-christian-chrisge03,Knee,2018-11-12,2019-02-24,2018,7,1
/players/geron-christian-chrisge03,Knee,2020-11-19,2021-02-24,2020,8,2
/players/giovani-bernard-bernagi01,Ankle,2022-09-21,2022-12-05,2022,8,3
/players/giovani-bernard-bernagi01,Hip,2021-12-14,2022-01-16,2021,4,2
/players/giovani-bernard-bernagi01,Knee,2016-11-22,2017-02-24,2016,6,1
/players/grady-jarrett-jarregr01,Knee,2023-10-31,2024-02-24,2023,9,1
/players/graham-glasgow-glasggr01,Ankle,2021-11-09,2022-02-24,2021,8,1
/players/grant-delpit-delpigr01,Achilles,2020-08-25,2021-02-24,2020,NULL,1
/players/grant-delpit-delpigr01,Groin,2023-12-13,2024-02-24,2023,5,2
/players/greedy-williams-willigr08,Hamstring,2022-09-09,2022-10-16,2022,5,2
/players/greedy-williams-willigr08,Shoulder,2020-10-12,2021-02-24,2020,NULL,1
/players/greg-dulcich-dulcigr01,Hamstring,2022-09-01,2022-10-17,2022,5,1
/players/greg-dulcich-dulcigr01,Hamstring,2022-12-30,2023-02-24,2022,NULL,2
/players/greg-dulcich-dulcigr01,Hamstring,2023-09-16,2023-10-12,2023,4,3
/players/greg-dulcich-dulcigr01,Hamstring,2023-10-21,2024-02-24,2023,NULL,4
/players/greg-little-littlgr02,Ankle,2019-12-14,2020-02-24,2019,3,1
/players/greg-little-littlgr02,Ankle,2020-12-17,2021-02-24,2020,3,2
/players/greg-little-littlgr02,Back,2023-08-07,2023-08-15,2023,NULL,4
/players/greg-little-littlgr02,Undisclosed,2021-11-16,2022-02-24,2021,7,3
/players/greg-robinson-robingr05,Ankle,2017-11-13,2018-02-24,2017,7,1
/players/greg-senat-senatgr01,Foot,2018-08-31,2019-02-24,2018,17,1
/players/greg-senat-senatgr01,Undisclosed,2019-11-02,2020-02-24,2019,11,2
/players/greg-senat-senatgr01,Undisclosed,2021-08-31,2021-09-09,2021,NULL,3
/players/greg-stroman-stromgr01,Foot,2020-10-16,2021-02-24,2020,12,2
/players/greg-stroman-stromgr01,Groin,2019-09-11,2020-02-24,2019,15,1
/players/gregory-junior-juniogr01,Hamstring,2023-09-16,2023-11-12,2023,7,1
/players/hakeem-butler-butleha01,,2022-08-04,2023-02-24,2022,NULL,2
/players/hakeem-butler-butleha01,Hand,2019-08-25,2020-02-24,2019,16,1
/players/hakeem-butler-butleha01,Undisclosed,2023-08-22,2023-08-25,2023,NULL,3
/players/halapoulivaati-vaitai-vaitaha01,Back,2023-11-14,2024-02-24,2023,11,3
/players/halapoulivaati-vaitai-vaitaha01,Foot,2020-11-25,2020-12-20,2020,3,1
/players/halapoulivaati-vaitai-vaitaha01,Undisclosed,2022-09-05,2023-02-24,2022,17,2
/players/hamsah-nasirildeen-nasirha01,Neck,2023-08-07,2023-10-24,2023,6,2
/players/hamsah-nasirildeen-nasirha01,Undisclosed,2021-10-05,2021-11-04,2021,3,1
/players/harold-landry-landrha01,Knee,2022-09-02,2023-02-24,2022,NULL,1
/players/harrison-phillips-phillha02,Knee,2019-09-24,2020-02-24,2019,14,1
/players/hassan-haskins-haskiha01,Undisclosed,2023-08-28,2024-02-24,2023,17,1
/players/hassan-ridgeway-ridgeha01,Achilles,2023-11-07,2024-02-24,2023,NULL,5
/players/hassan-ridgeway-ridgeha01,Ankle,2019-10-23,2020-02-24,2019,10,1
