year,round,pick,team,player,page,position,season,transdate,transaction,trans_year,trans_month,tran_month,season_num
2014,2,57,San Francisco 49ers,Carlos Hyde,/players/carlos-hyde-hydeca01,RB,2018,,,,,9.0,5
2014,2,57,San Francisco 49ers,Carlos Hyde,/players/carlos-hyde-hydeca01,RB,2019,,,,,9.0,6
2014,2,57,San Francisco 49ers,Carlos Hyde,/players/carlos-hyde-hydeca01,RB,2020,,,,,9.0,7
2014,2,57,San Francisco 49ers,Carlos Hyde,/players/carlos-hyde-hydeca01,RB,2021,,,,,9.0,8
2014,2,58,New Orleans Saints,Stanley Jean-Baptiste,/players/stanley-jeanbaptiste-jeanbst01,DB,2014,,,,,9.0,1
2014,2,58,New Orleans Saints,Stanley Jean-Baptiste,/players/stanley-jeanbaptiste-jeanbst01,DB,2015,,,,,9.0,2
2014,2,58,New Orleans Saints,Stanley Jean-Baptiste,/players/stanley-jeanbaptiste-jeanbst01,DB,2016,,,,,9.0,3
2014,2,58,New Orleans Saints,Stanley Jean-Baptiste,/players/stanley-jeanbaptiste-jeanbst01,DB,2017,,,,,9.0,4
2014,2,58,New Orleans Saints,Stanley Jean-Baptiste,/players/stanley-jeanbaptiste-jeanbst01,DB,2018,,,,,9.0,5
2014,2,58,New Orleans Saints,Stanley Jean-Baptiste,/players/stanley-jeanbaptiste-jeanbst01,DB,2019,,,,,9.0,6
2014,2,59,Indianapolis Colts,Jack Mewhort,/players/jack-mewhort-mewhoja01,OG,2014,,,,,9.0,1
2014,2,59,Indianapolis Colts,Jack Mewhort,/players/jack-mewhort-mewhoja01,OG,2015,,,,,9.0,2
2014,2,59,Indianapolis Colts,Jack Mewhort,/players/jack-mewhort-mewhoja01,OG,2016,,,,,9.0,3
2014,2,59,Indianapolis Colts,Jack Mewhort,/players/jack-mewhort-mewhoja01,OG,2017,,,,,9.0,4
2014,2,60,Carolina Panthers,Kony Ealy,/players/kony-ealy-ealyko01,DE,2014,,,,,9.0,1
2014,2,60,Carolina Panthers,Kony Ealy,/players/kony-ealy-ealyko01,DE,2015,,,,,9.0,2
2014,2,60,Carolina Panthers,Kony Ealy,/players/kony-ealy-ealyko01,DE,2016,,,,,9.0,3
2014,2,60,Carolina Panthers,Kony Ealy,/players/kony-ealy-ealyko01,DE,2017,,,,,9.0,4
2014,2,60,Carolina Panthers,Kony Ealy,/players/kony-ealy-ealyko01,DE,2018,,,,,9.0,5
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2014,,,,,9.0,1
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2015,,,,,9.0,2
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2016,,,,,9.0,3
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2017,,,,,9.0,4
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2018,,,,,9.0,5
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2019,,,,,9.0,6
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2020,,,,,9.0,7
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2021,,,,,9.0,8
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2022,,,,,9.0,9
2014,2,61,Jacksonville Jaguars,Allen Robinson,/players/allen-robinson-robinal04,WR,2023,,,,,9.0,10
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2014,,,,,9.0,1
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2015,,,,,9.0,2
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2016,,,,,9.0,3
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2017,,,,,9.0,4
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2018,,,,,9.0,5
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2019,,,,,9.0,6
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2020,,,,,9.0,7
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2021,,,,,9.0,8
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2022,,,,,9.0,9
2014,2,62,New England Patriots,Jimmy Garoppolo,/players/jimmy-garoppolo-garopji01,QB,2023,,,,,9.0,10
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2014,,,,,9.0,1
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2015,,,,,9.0,2
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2016,,,,,9.0,3
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2017,,,,,9.0,4
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2018,,,,,9.0,5
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2019,,,,,9.0,6
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2020,,,,,9.0,7
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2021,,,,,9.0,8
2014,2,63,Miami Dolphins,Jarvis Landry,/players/jarvis-landry-landrja02,WR,2022,,,,,9.0,9
2014,2,64,Seattle Seahawks,Justin Britt,/players/justin-britt-brittju02,C,2014,,,,,9.0,1
2014,2,64,Seattle Seahawks,Justin Britt,/players/justin-britt-brittju02,C,2015,,,,,9.0,2
2014,2,64,Seattle Seahawks,Justin Britt,/players/justin-britt-brittju02,C,2016,,,,,9.0,3
2014,2,64,Seattle Seahawks,Justin Britt,/players/justin-britt-brittju02,C,2017,,,,,9.0,4
2014,2,64,Seattle Seahawks,Justin Britt,/players/justin-britt-brittju02,C,2018,,,,,9.0,5
2014,2,64,Seattle Seahawks,Justin Britt,/players/justin-britt-brittju02,C,2019,,,,,9.0,6
2014,2,64,Seattle Seahawks,Justin Britt,/players/justin-britt-brittju02,C,2021,,,,,9.0,8
2014,2,64,Seattle Seahawks,Justin Britt,/players/justin-britt-brittju02,C,2022,,,,,9.0,9
2014,3,65,Houston Texans,C.J. Fiedorowicz,/players/cj-fiedorowicz-fiedocj01,TE,2014,,,,,9.0,1
2014,3,65,Houston Texans,C.J. Fiedorowicz,/players/cj-fiedorowicz-fiedocj01,TE,2015,,,,,9.0,2
2014,3,65,Houston Texans,C.J. Fiedorowicz,/players/cj-fiedorowicz-fiedocj01,TE,2016,,,,,9.0,3
2014,3,65,Houston Texans,C.J. Fiedorowicz,/players/cj-fiedorowicz-fiedocj01,TE,2017,,,,,9.0,4
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2014,,,,,9.0,1
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2015,,,,,9.0,2
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2016,,,,,9.0,3
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2017,,,,,9.0,4
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2018,,,,,9.0,5
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2019,,,,,9.0,6
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2020,,,,,9.0,7
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2021,,,,,9.0,8
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2022,,,,,9.0,9
2014,3,66,Washington Redskins,Morgan Moses,/players/morgan-moses-mosesmo01,OT,2023,,,,,9.0,10
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2014,,,,,9.0,1
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2015,,,,,9.0,2
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2016,,,,,9.0,3
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2017,,,,,9.0,4
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2018,,,,,9.0,5
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2019,,,,,9.0,6
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2020,,,,,9.0,7
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2021,,,,,9.0,8
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2022,,,,,9.0,9
2014,3,67,Miami Dolphins,Billy Turner,/players/billy-turner-turnebi02,OG,2023,,,,,9.0,10
2014,3,68,Atlanta Falcons,Dezmen Southward,/players/dezmen-southward-southde01,DB,2014,,,,,9.0,1
2014,3,68,Atlanta Falcons,Dezmen Southward,/players/dezmen-southward-southde01,DB,2015,,,,,9.0,2
2014,3,68,Atlanta Falcons,Dezmen Southward,/players/dezmen-southward-southde01,DB,2016,,,,,9.0,3
2014,3,68,Atlanta Falcons,Dezmen Southward,/players/dezmen-southward-southde01,DB,2017,,,,,9.0,4
2014,3,68,Atlanta Falcons,Dezmen Southward,/players/dezmen-southward-southde01,DB,2018,,,,,9.0,5
2014,3,69,Tampa Bay Buccaneers,Charles Sims,/players/charles-sims-simsch01,RB,2014,,,,,9.0,1
2014,3,69,Tampa Bay Buccaneers,Charles Sims,/players/charles-sims-simsch01,RB,2015,,,,,9.0,2
2014,3,69,Tampa Bay Buccaneers,Charles Sims,/players/charles-sims-simsch01,RB,2016,,,,,9.0,3
2014,3,69,Tampa Bay Buccaneers,Charles Sims,/players/charles-sims-simsch01,RB,2017,,,,,9.0,4
2014,3,69,Tampa Bay Buccaneers,Charles Sims,/players/charles-sims-simsch01,RB,2018,,,,,9.0,5
2014,3,70,San Francisco 49ers,Marcus Martin,/players/marcus-martin-martima04,C,2014,,,,,9.0,1
2014,3,70,San Francisco 49ers,Marcus Martin,/players/marcus-martin-martima04,C,2015,,,,,9.0,2
2014,3,70,San Francisco 49ers,Marcus Martin,/players/marcus-martin-martima04,C,2016,,,,,9.0,3
2014,3,70,San Francisco 49ers,Marcus Martin,/players/marcus-martin-martima04,C,2017,,,,,9.0,4
2014,3,70,San Francisco 49ers,Marcus Martin,/players/marcus-martin-martima04,C,2018,,,,,9.0,5
2014,3,70,San Francisco 49ers,Marcus Martin,/players/marcus-martin-martima04,C,2019,,,,,9.0,6
2014,3,70,San Francisco 49ers,Marcus Martin,/players/marcus-martin-martima04,C,2020,,,,,9.0,7
2014,3,70,San Francisco 49ers,Marcus Martin,/players/marcus-martin-martima04,C,2021,,,,,9.0,8
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2014,,,,,9.0,1
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2015,,,,,9.0,2
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2016,,,,,9.0,3
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2017,,,,,9.0,4
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2018,,,,,9.0,5
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2019,,,,,9.0,6
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2020,,,,,9.0,7
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2021,,,,,9.0,8
2014,3,71,Cleveland Browns,Christian Kirksey,/players/christian-kirksey-kirksch01,LB,2022,,,,,9.0,9
2014,3,72,Minnesota Vikings,Scott Crichton,/players/scott-crichton-crichsc01,DE,2014,,,,,9.0,1
2014,3,72,Minnesota Vikings,Scott Crichton,/players/scott-crichton-crichsc01,DE,2015,,,,,9.0,2
2014,3,73,Buffalo Bills,Preston Brown,/players/preston-brown-brownpr02,LB,2014,,,,,9.0,1
2014,3,73,Buffalo Bills,Preston Brown,/players/preston-brown-brownpr02,LB,2015,,,,,9.0,2
2014,3,73,Buffalo Bills,Preston Brown,/players/preston-brown-brownpr02,LB,2016,,,,,9.0,3
2014,3,73,Buffalo Bills,Preston Brown,/players/preston-brown-brownpr02,LB,2017,,,,,9.0,4
2014,3,73,Buffalo Bills,Preston Brown,/players/preston-brown-brownpr02,LB,2018,,,,,9.0,5
2014,3,73,Buffalo Bills,Preston Brown,/players/preston-brown-brownpr02,LB,2019,,,,,9.0,6
2014,3,74,New York Giants,Jay Bromley,/players/jay-bromley-bromlja01,DT,2014,,,,,9.0,1
2014,3,74,New York Giants,Jay Bromley,/players/jay-bromley-bromlja01,DT,2015,,,,,9.0,2
2014,3,74,New York Giants,Jay Bromley,/players/jay-bromley-bromlja01,DT,2016,,,,,9.0,3
2014,3,74,New York Giants,Jay Bromley,/players/jay-bromley-bromlja01,DT,2017,,,,,9.0,4
2014,3,74,New York Giants,Jay Bromley,/players/jay-bromley-bromlja01,DT,2018,,,,,9.0,5
2014,3,74,New York Giants,Jay Bromley,/players/jay-bromley-bromlja01,DT,2019,,,,,9.0,6
2014,3,75,St. Louis Rams,Tre Mason,/players/tre-mason-masontr01,RB,2014,,,,,9.0,1
2014,3,75,St. Louis Rams,Tre Mason,/players/tre-mason-masontr01,RB,2015,,,,,9.0,2
2014,3,76,Detroit Lions,Travis Swanson,/players/travis-swanson-swanstr01,C,2014,,,,,9.0,1
2014,3,76,Detroit Lions,Travis Swanson,/players/travis-swanson-swanstr01,C,2015,,,,,9.0,2
2014,3,76,Detroit Lions,Travis Swanson,/players/travis-swanson-swanstr01,C,2016,,,,,9.0,3
2014,3,76,Detroit Lions,Travis Swanson,/players/travis-swanson-swanstr01,C,2017,,,,,9.0,4
2014,3,76,Detroit Lions,Travis Swanson,/players/travis-swanson-swanstr01,C,2018,,,,,9.0,5
2014,3,77,San Francisco 49ers,Chris Borland,/players/chris-borland-borlach01,LB,2014,,,,,9.0,1
2014,3,78,Washington Redskins,Spencer Long,/players/spencer-long-longsp01,C,2014,,,,,9.0,1
2014,3,78,Washington Redskins,Spencer Long,/players/spencer-long-longsp01,C,2015,,,,,9.0,2
2014,3,78,Washington Redskins,Spencer Long,/players/spencer-long-longsp01,C,2016,,,,,9.0,3
2014,3,78,Washington Redskins,Spencer Long,/players/spencer-long-longsp01,C,2017,,,,,9.0,4
2014,3,78,Washington Redskins,Spencer Long,/players/spencer-long-longsp01,C,2018,,,,,9.0,5
2014,3,78,Washington Redskins,Spencer Long,/players/spencer-long-longsp01,C,2019,,,,,9.0,6
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2014,,,,,9.0,1
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2015,,,,,9.0,2
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2016,,,,,9.0,3
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2017,,,,,9.0,4
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2018,,,,,9.0,5
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2019,,,,,9.0,6
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2020,,,,,9.0,7
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2021,,,,,9.0,8
2014,3,79,Baltimore Ravens,Terrence Brooks,/players/terrence-brooks-brookte01,DB,2022,,,,,9.0,9
2014,3,80,New York Jets,Dexter McDougle,/players/dexter-mcdougle-mcdoude01,DB,2014,,,,,9.0,1
2014,3,80,New York Jets,Dexter McDougle,/players/dexter-mcdougle-mcdoude01,DB,2015,,,,,9.0,2
2014,3,80,New York Jets,Dexter McDougle,/players/dexter-mcdougle-mcdoude01,DB,2016,,,,,9.0,3
2014,3,80,New York Jets,Dexter McDougle,/players/dexter-mcdougle-mcdoude01,DB,2017,,,,,9.0,4
2014,3,80,New York Jets,Dexter McDougle,/players/dexter-mcdougle-mcdoude01,DB,2018,,,,,9.0,5
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2014,,,,,9.0,1
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2015,,,,,9.0,2
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2016,,,,,9.0,3
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2017,,,,,9.0,4
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2018,,,,,9.0,5
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2019,,,,,9.0,6
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2020,,,,,9.0,7
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2021,,,,,9.0,8
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2022,,,,,9.0,9
2014,3,81,Oakland Raiders,Gabe Jackson,/players/gabe-jackson-jacksga01,OG,2023,,,,,9.0,10
2014,3,82,Chicago Bears,Will Sutton,/players/will-sutton-suttowi01,DT,2014,,,,,9.0,1
2014,3,82,Chicago Bears,Will Sutton,/players/will-sutton-suttowi01,DT,2015,,,,,9.0,2
2014,3,82,Chicago Bears,Will Sutton,/players/will-sutton-suttowi01,DT,2016,,,,,9.0,3
2014,3,82,Chicago Bears,Will Sutton,/players/will-sutton-suttowi01,DT,2017,,,,,9.0,4
2014,3,82,Chicago Bears,Will Sutton,/players/will-sutton-suttowi01,DT,2018,,,,,9.0,5
2014,3,83,Houston Texans,Louis Nix,/players/louis-nix-nixlo01,DT,2014,,,,,9.0,1
2014,3,83,Houston Texans,Louis Nix,/players/louis-nix-nixlo01,DT,2015,,,,,9.0,2
2014,3,83,Houston Texans,Louis Nix,/players/louis-nix-nixlo01,DT,2016,,,,,9.0,3
2014,3,84,Arizona Cardinals,Kareem Martin,/players/kareem-martin-martika01,LB,2014,,,,,9.0,1
2014,3,84,Arizona Cardinals,Kareem Martin,/players/kareem-martin-martika01,LB,2015,,,,,9.0,2
2014,3,84,Arizona Cardinals,Kareem Martin,/players/kareem-martin-martika01,LB,2016,,,,,9.0,3
2014,3,84,Arizona Cardinals,Kareem Martin,/players/kareem-martin-martika01,LB,2017,,,,,9.0,4
2014,3,84,Arizona Cardinals,Kareem Martin,/players/kareem-martin-martika01,LB,2018,,,,,9.0,5
2014,3,84,Arizona Cardinals,Kareem Martin,/players/kareem-martin-martika01,LB,2019,,,,,9.0,6
2014,3,84,Arizona Cardinals,Kareem Martin,/players/kareem-martin-martika01,LB,2020,,,,,9.0,7
2014,3,85,Green Bay Packers,Khyri Thornton,/players/khyri-thornton-thornkh01,DT,2014,,,,,9.0,1
2014,3,85,Green Bay Packers,Khyri Thornton,/players/khyri-thornton-thornkh01,DT,2015,,,,,9.0,2
2014,3,85,Green Bay Packers,Khyri Thornton,/players/khyri-thornton-thornkh01,DT,2016,,,,,9.0,3
2014,3,85,Green Bay Packers,Khyri Thornton,/players/khyri-thornton-thornkh01,DT,2017,,,,,9.0,4
2014,3,86,Philadelphia Eagles,Josh Huff,/players/josh-huff-huffjo01,WR,2014,,,,,9.0,1
2014,3,86,Philadelphia Eagles,Josh Huff,/players/josh-huff-huffjo01,WR,2015,,,,,9.0,2
2014,3,86,Philadelphia Eagles,Josh Huff,/players/josh-huff-huffjo01,WR,2016,,,,,9.0,3
2014,3,86,Philadelphia Eagles,Josh Huff,/players/josh-huff-huffjo01,WR,2017,,,,,9.0,4
2014,3,86,Philadelphia Eagles,Josh Huff,/players/josh-huff-huffjo01,WR,2018,,,,,9.0,5
2014,3,87,Kansas City Chiefs,Phillip Gaines,/players/phillip-gaines-gaineph01,DB,2014,,,,,9.0,1
2014,3,87,Kansas City Chiefs,Phillip Gaines,/players/phillip-gaines-gaineph01,DB,2015,,,,,9.0,2
2014,3,87,Kansas City Chiefs,Phillip Gaines,/players/phillip-gaines-gaineph01,DB,2016,,,,,9.0,3
2014,3,87,Kansas City Chiefs,Phillip Gaines,/players/phillip-gaines-gaineph01,DB,2017,,,,,9.0,4
2014,3,87,Kansas City Chiefs,Phillip Gaines,/players/phillip-gaines-gaineph01,DB,2018,,,,,9.0,5
2014,3,87,Kansas City Chiefs,Phillip Gaines,/players/phillip-gaines-gaineph01,DB,2019,,,,,9.0,6
2014,3,87,Kansas City Chiefs,Phillip Gaines,/players/phillip-gaines-gaineph01,DB,2020,,,,,9.0,7
2014,3,88,Cincinnati Bengals,Will Clarke,/players/will-clarke-clarkwi02,DE,2014,,,,,9.0,1
2014,3,88,Cincinnati Bengals,Will Clarke,/players/will-clarke-clarkwi02,DE,2015,,,,,9.0,2
2014,3,88,Cincinnati Bengals,Will Clarke,/players/will-clarke-clarkwi02,DE,2016,,,,,9.0,3
2014,3,88,Cincinnati Bengals,Will Clarke,/players/will-clarke-clarkwi02,DE,2017,,,,,9.0,4
2014,3,88,Cincinnati Bengals,Will Clarke,/players/will-clarke-clarkwi02,DE,2018,,,,,9.0,5
2014,3,89,San Diego Chargers,Chris Watt,/players/chris-watt-wattch01,C,2014,,,,,9.0,1
2014,3,89,San Diego Chargers,Chris Watt,/players/chris-watt-wattch01,C,2015,,,,,9.0,2
2014,3,90,Indianapolis Colts,Donte Moncrief,/players/donte-moncrief-moncrdo01,WR,2014,,,,,9.0,1
2014,3,90,Indianapolis Colts,Donte Moncrief,/players/donte-moncrief-moncrdo01,WR,2015,,,,,9.0,2
2014,3,90,Indianapolis Colts,Donte Moncrief,/players/donte-moncrief-moncrdo01,WR,2016,,,,,9.0,3
2014,3,90,Indianapolis Colts,Donte Moncrief,/players/donte-moncrief-moncrdo01,WR,2017,,,,,9.0,4
2014,3,90,Indianapolis Colts,Donte Moncrief,/players/donte-moncrief-moncrdo01,WR,2018,,,,,9.0,5
2014,3,90,Indianapolis Colts,Donte Moncrief,/players/donte-moncrief-moncrdo01,WR,2019,,,,,9.0,6
2014,3,90,Indianapolis Colts,Donte Moncrief,/players/donte-moncrief-moncrdo01,WR,2020,,,,,9.0,7
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2014,,,,,9.0,1
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2015,,,,,9.0,2
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2016,,,,,9.0,3
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2017,,,,,9.0,4
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2018,,,,,9.0,5
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2019,,,,,9.0,6
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2020,,,,,9.0,7
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2021,,,,,9.0,8
2014,3,91,Arizona Cardinals,John Brown,/players/john-brown-brownjo10,WR,2022,,,,,9.0,9
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2014,,,,,9.0,1
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2015,,,,,9.0,2
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2016,,,,,9.0,3
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2017,,,,,9.0,4
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2018,,,,,9.0,5
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2019,,,,,9.0,6
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2020,,,,,9.0,7
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2021,,,,,9.0,8
2014,3,92,Carolina Panthers,Trai Turner,/players/trai-turner-turnetr02,OG,2022,,,,,9.0,9
2014,3,93,Jacksonville Jaguars,Brandon Linder,/players/brandon-linder-lindebr01,C,2014,,,,,9.0,1
2014,3,93,Jacksonville Jaguars,Brandon Linder,/players/brandon-linder-lindebr01,C,2015,,,,,9.0,2
2014,3,93,Jacksonville Jaguars,Brandon Linder,/players/brandon-linder-lindebr01,C,2016,,,,,9.0,3
2014,3,93,Jacksonville Jaguars,Brandon Linder,/players/brandon-linder-lindebr01,C,2017,,,,,9.0,4
2014,3,93,Jacksonville Jaguars,Brandon Linder,/players/brandon-linder-lindebr01,C,2018,,,,,9.0,5
2014,3,93,Jacksonville Jaguars,Brandon Linder,/players/brandon-linder-lindebr01,C,2019,,,,,9.0,6
2014,3,93,Jacksonville Jaguars,Brandon Linder,/players/brandon-linder-lindebr01,C,2020,,,,,9.0,7
2014,3,93,Jacksonville Jaguars,Brandon Linder,/players/brandon-linder-lindebr01,C,2021,,,,,9.0,8
2014,3,94,Cleveland Browns,Terrance West,/players/terrance-west-westte01,RB,2014,,,,,9.0,1
2014,3,94,Cleveland Browns,Terrance West,/players/terrance-west-westte01,RB,2015,,,,,9.0,2
2014,3,94,Cleveland Browns,Terrance West,/players/terrance-west-westte01,RB,2016,,,,,9.0,3
2014,3,94,Cleveland Browns,Terrance West,/players/terrance-west-westte01,RB,2017,,,,,9.0,4
2014,3,94,Cleveland Browns,Terrance West,/players/terrance-west-westte01,RB,2018,,,,,9.0,5
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2014,,,,,9.0,1
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2015,,,,,9.0,2
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2016,,,,,9.0,3
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2017,,,,,9.0,4
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2018,,,,,9.0,5
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2019,,,,,9.0,6
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2020,,,,,9.0,7
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2021,,,,,9.0,8
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2022,,,,,9.0,9
2014,3,95,Denver Broncos,Michael Schofield,/players/michael-schofield-schofmi01,OG,2023,,,,,9.0,10
2014,3,96,Minnesota Vikings,Jerick McKinnon,/players/jerick-mckinnon-mckinje02,RB,2014,,,,,9.0,1
