index,year,round,pick,team_x,player,page,position,season,transdate,team_y,transaction,trans_year,trans_month,end_year,tran_month,season_num
196,2013,6,197,Cincinnati Bengals,Cobi Hamilton,/players/cobi-hamilton-hamilco02,WR,2018,,,,,,2018.0,9.0,6
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2013,,,,,,,9.0,1
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2014,,,,,,,9.0,2
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2015,,,,,,,9.0,3
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2016,2016-12-31,Detroit (NFL),Placed on Injured Reserve (Wrist),2016.0,12.0,,12.0,4
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2017,,,,,,,9.0,5
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2018,,,,,,,9.0,6
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2019,2019-09-02,Denver (NFL),Placed on Injured Reserve (Shoulder),2019.0,9.0,,9.0,7
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2020,,,,,,,9.0,8
198,2013,6,199,Detroit Lions,Theo Riddick,/players/theo-riddick-riddith01,RB,2021,,,,,,,9.0,9
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2013,,,,,,,9.0,1
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2014,,,,,,,9.0,2
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2015,2015-09-15,Houston (NFL),Placed on Injured Reserve (Designated for Return) (Knee),2015.0,9.0,,9.0,3
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2016,,,,,,,9.0,4
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2017,2017-11-10,Houston (NFL),Placed on Injured Reserve (Concussion),2017.0,11.0,,11.0,5
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2018,,,,,,,9.0,6
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2019,2019-12-12,NY Jets (NFL),Placed on Injured Reserve (Ankle),2019.0,12.0,,12.0,7
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2020,,,,,,,9.0,8
200,2013,6,201,Houston Texans,Ryan Griffin,/players/ryan-griffin-griffry01,TE,2021,2021-12-21,NY Jets (NFL),Placed on Injured Reserve (Knee),2021.0,12.0,,12.0,9
203,2013,6,204,Kansas City Chiefs,Braden Wilson,/players/braden-wilson-wilsobr03,RB,2013,,,,,,2013.0,9.0,1
208,2013,7,209,Oakland Raiders,Brice Butler,/players/brice-butler-butlebr02,WR,2013,,,,,,2019.0,9.0,1
208,2013,7,209,Oakland Raiders,Brice Butler,/players/brice-butler-butlebr02,WR,2014,,,,,,2019.0,9.0,2
208,2013,7,209,Oakland Raiders,Brice Butler,/players/brice-butler-butlebr02,WR,2015,,,,,,2019.0,9.0,3
208,2013,7,209,Oakland Raiders,Brice Butler,/players/brice-butler-butlebr02,WR,2016,,,,,,2019.0,9.0,4
208,2013,7,209,Oakland Raiders,Brice Butler,/players/brice-butler-butlebr02,WR,2017,,,,,,2019.0,9.0,5
208,2013,7,209,Oakland Raiders,Brice Butler,/players/brice-butler-butlebr02,WR,2018,,,,,,2019.0,9.0,6
208,2013,7,209,Oakland Raiders,Brice Butler,/players/brice-butler-butlebr02,WR,2019,,,,,,2019.0,9.0,7
210,2013,7,211,Detroit Lions,Michael Williams,/players/michael-williams-willimi18,TE,2013,2013-08-31,Detroit (NFL),Placed on Injured Reserve (Hand),2013.0,8.0,2017.0,8.0,1
210,2013,7,211,Detroit Lions,Michael Williams,/players/michael-williams-willimi18,TE,2014,,,,,,2017.0,9.0,2
210,2013,7,211,Detroit Lions,Michael Williams,/players/michael-williams-willimi18,TE,2015,,,,,,2017.0,9.0,3
210,2013,7,211,Detroit Lions,Michael Williams,/players/michael-williams-willimi18,TE,2016,2016-06-13,New England (NFL),Placed on Injured Reserve (Knee),2016.0,6.0,2017.0,6.0,4
210,2013,7,211,Detroit Lions,Michael Williams,/players/michael-williams-willimi18,TE,2017,,,,,,2017.0,9.0,5
214,2013,7,215,New York Jets,Tommy Bohanon,/players/tommy-bohanon-bohanto01,RB,2013,,,,,,2020.0,9.0,1
214,2013,7,215,New York Jets,Tommy Bohanon,/players/tommy-bohanon-bohanto01,RB,2014,2014-09-30,NY Jets (NFL),Placed on Injured Reserve (Clavicle),2014.0,9.0,2020.0,9.0,2
214,2013,7,215,New York Jets,Tommy Bohanon,/players/tommy-bohanon-bohanto01,RB,2015,,,,,,2020.0,9.0,3
214,2013,7,215,New York Jets,Tommy Bohanon,/players/tommy-bohanon-bohanto01,RB,2016,,,,,,2020.0,9.0,4
214,2013,7,215,New York Jets,Tommy Bohanon,/players/tommy-bohanon-bohanto01,RB,2017,,,,,,2020.0,9.0,5
214,2013,7,215,New York Jets,Tommy Bohanon,/players/tommy-bohanon-bohanto01,RB,2018,,,,,,2020.0,9.0,6
214,2013,7,215,New York Jets,Tommy Bohanon,/players/tommy-bohanon-bohanto01,RB,2019,,,,,,2020.0,9.0,7
214,2013,7,215,New York Jets,Tommy Bohanon,/players/tommy-bohanon-bohanto01,RB,2020,,,,,,2020.0,9.0,8
215,2013,7,216,Green Bay Packers,Charles Johnson,/players/charles-johnson-johnsch23,WR,2013,,,,,,2019.0,9.0,1
215,2013,7,216,Green Bay Packers,Charles Johnson,/players/charles-johnson-johnsch23,WR,2014,,,,,,2019.0,9.0,2
215,2013,7,216,Green Bay Packers,Charles Johnson,/players/charles-johnson-johnsch23,WR,2015,,,,,,2019.0,9.0,3
215,2013,7,216,Green Bay Packers,Charles Johnson,/players/charles-johnson-johnsch23,WR,2016,,,,,,2019.0,9.0,4
215,2013,7,216,Green Bay Packers,Charles Johnson,/players/charles-johnson-johnsch23,WR,2017,2017-07-26,Carolina (NFL),Placed on Injured Reserve (Knee),2017.0,7.0,2019.0,7.0,5
215,2013,7,216,Green Bay Packers,Charles Johnson,/players/charles-johnson-johnsch23,WR,2018,,,,,,2019.0,9.0,6
215,2013,7,216,Green Bay Packers,Charles Johnson,/players/charles-johnson-johnsch23,WR,2019,2019-08-28,Philadelphia (NFL),Placed on Injured Reserve (Ankle),2019.0,8.0,2019.0,8.0,7
218,2013,7,219,Arizona Cardinals,D.C. Jefferson,/players/dc-jefferson-jeffedc01,TE,2013,,,,,,2014.0,9.0,1
218,2013,7,219,Arizona Cardinals,D.C. Jefferson,/players/dc-jefferson-jeffedc01,TE,2014,2014-08-27,Carolina (NFL),Placed on Injured Reserve (Toe),2014.0,8.0,2014.0,8.0,2
220,2013,7,221,San Diego Chargers,Brad Sorensen,/players/brad-sorensen-sorenbr01,QB,2013,,,,,,2016.0,9.0,1
220,2013,7,221,San Diego Chargers,Brad Sorensen,/players/brad-sorensen-sorenbr01,QB,2014,,,,,,2016.0,9.0,2
220,2013,7,221,San Diego Chargers,Brad Sorensen,/players/brad-sorensen-sorenbr01,QB,2015,,,,,,2016.0,9.0,3
220,2013,7,221,San Diego Chargers,Brad Sorensen,/players/brad-sorensen-sorenbr01,QB,2016,,,,,,2016.0,9.0,4
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2013,,,,,,,9.0,1
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2014,,,,,,,9.0,2
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2015,,,,,,,9.0,3
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2016,2016-08-31,Buffalo (NFL),Placed on Injured Reserve (Knee),2016.0,8.0,,8.0,4
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2017,2017-09-01,NY Jets (NFL),Placed on Injured Reserve (Ankle),2017.0,9.0,,9.0,5
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2018,,,,,,,9.0,6
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2019,,,,,,,9.0,7
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2020,,,,,,,9.0,8
221,2013,7,222,Buffalo Bills,Chris Gragg,/players/chris-gragg-graggch01,TE,2021,,,,,,,9.0,9
223,2013,7,224,Green Bay Packers,Kevin Dorsey,/players/kevin-dorsey-dorseke02,WR,2013,2013-08-28,Green Bay (NFL),Placed on Injured Reserve (Toe),2013.0,8.0,2015.0,8.0,1
223,2013,7,224,Green Bay Packers,Kevin Dorsey,/players/kevin-dorsey-dorseke02,WR,2014,2014-11-08,Green Bay (NFL),Placed on Injured Reserve (Foot),2014.0,11.0,2015.0,11.0,2
223,2013,7,224,Green Bay Packers,Kevin Dorsey,/players/kevin-dorsey-dorseke02,WR,2015,,,,,,2015.0,9.0,3
227,2013,7,228,Washington Redskins,Jawan Jamison,/players/jawan-jamison-jamisja01,RB,2013,,,,,,2014.0,9.0,1
227,2013,7,228,Washington Redskins,Jawan Jamison,/players/jawan-jamison-jamisja01,RB,2014,,,,,,2014.0,9.0,2
229,2013,7,230,Indianapolis Colts,Kerwynn Williams,/players/kerwynn-williams-willike18,RB,2013,,,,,,2019.0,9.0,1
229,2013,7,230,Indianapolis Colts,Kerwynn Williams,/players/kerwynn-williams-willike18,RB,2014,,,,,,2019.0,9.0,2
229,2013,7,230,Indianapolis Colts,Kerwynn Williams,/players/kerwynn-williams-willike18,RB,2015,,,,,,2019.0,9.0,3
229,2013,7,230,Indianapolis Colts,Kerwynn Williams,/players/kerwynn-williams-willike18,RB,2016,,,,,,2019.0,9.0,4
229,2013,7,230,Indianapolis Colts,Kerwynn Williams,/players/kerwynn-williams-willike18,RB,2017,,,,,,2019.0,9.0,5
229,2013,7,230,Indianapolis Colts,Kerwynn Williams,/players/kerwynn-williams-willike18,RB,2018,,,,,,2019.0,9.0,6
229,2013,7,230,Indianapolis Colts,Kerwynn Williams,/players/kerwynn-williams-willike18,RB,2019,,,,,,2019.0,9.0,7
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2013,,,,,,,9.0,1
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2014,,,,,,,9.0,2
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2015,,,,,,,9.0,3
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2016,,,,,,,9.0,4
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2017,2017-07-31,Dallas (NFL),Placed on Injured Reserve (Back),2017.0,7.0,,7.0,5
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2018,,,,,,,9.0,6
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2019,,,,,,,9.0,7
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2020,,,,,,,9.0,8
233,2013,7,234,Denver Broncos,Zac Dysert,/players/zac-dysert-dyserza01,QB,2021,,,,,,,9.0,9
235,2013,7,236,Chicago Bears,Marquess Wilson,/players/marquess-wilson-wilsoma06,WR,2013,,,,,,2019.0,9.0,1
235,2013,7,236,Chicago Bears,Marquess Wilson,/players/marquess-wilson-wilsoma06,WR,2014,2014-09-02,Chicago (NFL),Placed on Injured Reserve (Designated for Return) (Clavicle),2014.0,9.0,2019.0,9.0,2
235,2013,7,236,Chicago Bears,Marquess Wilson,/players/marquess-wilson-wilsoma06,WR,2015,2015-12-12,Chicago (NFL),Placed on Injured Reserve (Foot),2015.0,12.0,2019.0,12.0,3
235,2013,7,236,Chicago Bears,Marquess Wilson,/players/marquess-wilson-wilsoma06,WR,2016,2016-09-03,Chicago (NFL),Placed on the Physically Unable to Perform List (Foot),2016.0,9.0,2019.0,9.0,4
235,2013,7,236,Chicago Bears,Marquess Wilson,/players/marquess-wilson-wilsoma06,WR,2016,2016-12-17,Chicago (NFL),Placed on Injured Reserve (Foot),2016.0,12.0,2019.0,12.0,4
235,2013,7,236,Chicago Bears,Marquess Wilson,/players/marquess-wilson-wilsoma06,WR,2017,,,,,,2019.0,9.0,5
235,2013,7,236,Chicago Bears,Marquess Wilson,/players/marquess-wilson-wilsoma06,WR,2018,,,,,,2019.0,9.0,6
235,2013,7,236,Chicago Bears,Marquess Wilson,/players/marquess-wilson-wilsoma06,WR,2019,,,,,,2019.0,9.0,7
236,2013,7,237,San Francisco 49ers,B.J. Daniels,/players/bj-daniels-daniebj01,QB,2013,,,,,,2018.0,9.0,1
236,2013,7,237,San Francisco 49ers,B.J. Daniels,/players/bj-daniels-daniebj01,QB,2014,,,,,,2018.0,9.0,2
236,2013,7,237,San Francisco 49ers,B.J. Daniels,/players/bj-daniels-daniebj01,QB,2015,,,,,,2018.0,9.0,3
236,2013,7,237,San Francisco 49ers,B.J. Daniels,/players/bj-daniels-daniebj01,QB,2016,,,,,,2018.0,9.0,4
236,2013,7,237,San Francisco 49ers,B.J. Daniels,/players/bj-daniels-daniebj01,QB,2017,,,,,,2018.0,9.0,5
236,2013,7,237,San Francisco 49ers,B.J. Daniels,/players/bj-daniels-daniebj01,QB,2018,,,,,,2018.0,9.0,6
237,2013,7,238,Baltimore Ravens,Aaron Mellette,/players/aaron-mellette-melleaa01,WR,2013,2013-09-11,Baltimore (NFL),Placed on Injured Reserve (Knee),2013.0,9.0,2014.0,9.0,1
237,2013,7,238,Baltimore Ravens,Aaron Mellette,/players/aaron-mellette-melleaa01,WR,2014,,,,,,2014.0,9.0,2
248,2013,7,249,Atlanta Falcons,Sean Renfree,/players/sean-renfree-renfrse01,QB,2013,2013-08-30,Atlanta (NFL),Placed on Injured Reserve (Shoulder),2013.0,8.0,2017.0,8.0,1
248,2013,7,249,Atlanta Falcons,Sean Renfree,/players/sean-renfree-renfrse01,QB,2014,,,,,,2017.0,9.0,2
248,2013,7,249,Atlanta Falcons,Sean Renfree,/players/sean-renfree-renfrse01,QB,2015,,,,,,2017.0,9.0,3
248,2013,7,249,Atlanta Falcons,Sean Renfree,/players/sean-renfree-renfrse01,QB,2016,,,,,,2017.0,9.0,4
248,2013,7,249,Atlanta Falcons,Sean Renfree,/players/sean-renfree-renfrse01,QB,2017,,,,,,2017.0,9.0,5
252,2013,7,253,New York Giants,Michael Cox,/players/michael-cox-coxmi02,RB,2013,,,,,,2015.0,9.0,1
252,2013,7,253,New York Giants,Michael Cox,/players/michael-cox-coxmi02,RB,2014,2014-11-12,NY Giants (NFL),Placed on Injured Reserve (Leg),2014.0,11.0,2015.0,11.0,2
252,2013,7,253,New York Giants,Michael Cox,/players/michael-cox-coxmi02,RB,2015,,,,,,2015.0,9.0,3
253,2013,7,254,Indianapolis Colts,Justice Cunningham,/players/justice-cunningham-cunniju01,TE,2013,,,,,,2016.0,9.0,1
253,2013,7,254,Indianapolis Colts,Justice Cunningham,/players/justice-cunningham-cunniju01,TE,2014,2014-09-01,St. Louis (NFL),Placed on Injured Reserve (Ankle),2014.0,9.0,2016.0,9.0,2
253,2013,7,254,Indianapolis Colts,Justice Cunningham,/players/justice-cunningham-cunniju01,TE,2015,,,,,,2016.0,9.0,3
253,2013,7,254,Indianapolis Colts,Justice Cunningham,/players/justice-cunningham-cunniju01,TE,2016,,,,,,2016.0,9.0,4
256,2014,1,3,Jacksonville Jaguars,Blake Bortles,/players/blake-bortles-bortlbl01,QB,2014,,,,,,2022.0,9.0,1
256,2014,1,3,Jacksonville Jaguars,Blake Bortles,/players/blake-bortles-bortlbl01,QB,2015,,,,,,2022.0,9.0,2
256,2014,1,3,Jacksonville Jaguars,Blake Bortles,/players/blake-bortles-bortlbl01,QB,2016,,,,,,2022.0,9.0,3
256,2014,1,3,Jacksonville Jaguars,Blake Bortles,/players/blake-bortles-bortlbl01,QB,2017,,,,,,2022.0,9.0,4
256,2014,1,3,Jacksonville Jaguars,Blake Bortles,/players/blake-bortles-bortlbl01,QB,2018,,,,,,2022.0,9.0,5
256,2014,1,3,Jacksonville Jaguars,Blake Bortles,/players/blake-bortles-bortlbl01,QB,2019,,,,,,2022.0,9.0,6
256,2014,1,3,Jacksonville Jaguars,Blake Bortles,/players/blake-bortles-bortlbl01,QB,2020,,,,,,2022.0,9.0,7
256,2014,1,3,Jacksonville Jaguars,Blake Bortles,/players/blake-bortles-bortlbl01,QB,2021,,,,,,2022.0,9.0,8
257,2014,1,4,Buffalo Bills,Sammy Watkins,/players/sammy-watkins-watkisa01,WR,2014,,,,,,,9.0,1
257,2014,1,4,Buffalo Bills,Sammy Watkins,/players/sammy-watkins-watkisa01,WR,2015,,,,,,,9.0,2
257,2014,1,4,Buffalo Bills,Sammy Watkins,/players/sammy-watkins-watkisa01,WR,2016,2016-09-30,Buffalo (NFL),Placed on Injured Reserve (Foot),2016.0,9.0,,9.0,3
257,2014,1,4,Buffalo Bills,Sammy Watkins,/players/sammy-watkins-watkisa01,WR,2017,,,,,,,9.0,4
257,2014,1,4,Buffalo Bills,Sammy Watkins,/players/sammy-watkins-watkisa01,WR,2018,,,,,,,9.0,5
257,2014,1,4,Buffalo Bills,Sammy Watkins,/players/sammy-watkins-watkisa01,WR,2019,,,,,,,9.0,6
257,2014,1,4,Buffalo Bills,Sammy Watkins,/players/sammy-watkins-watkisa01,WR,2020,,,,,,,9.0,7
257,2014,1,4,Buffalo Bills,Sammy Watkins,/players/sammy-watkins-watkisa01,WR,2021,,,,,,,9.0,8
260,2014,1,7,Tampa Bay Buccaneers,Mike Evans,/players/mike-evans-evansmi03,WR,2014,,,,,,,9.0,1
260,2014,1,7,Tampa Bay Buccaneers,Mike Evans,/players/mike-evans-evansmi03,WR,2015,,,,,,,9.0,2
260,2014,1,7,Tampa Bay Buccaneers,Mike Evans,/players/mike-evans-evansmi03,WR,2016,,,,,,,9.0,3
260,2014,1,7,Tampa Bay Buccaneers,Mike Evans,/players/mike-evans-evansmi03,WR,2017,,,,,,,9.0,4
260,2014,1,7,Tampa Bay Buccaneers,Mike Evans,/players/mike-evans-evansmi03,WR,2018,,,,,,,9.0,5
260,2014,1,7,Tampa Bay Buccaneers,Mike Evans,/players/mike-evans-evansmi03,WR,2019,2019-12-18,Tampa Bay (NFL),Placed on Injured Reserve (Hamstring),2019.0,12.0,,12.0,6
260,2014,1,7,Tampa Bay Buccaneers,Mike Evans,/players/mike-evans-evansmi03,WR,2020,,,,,,,9.0,7
260,2014,1,7,Tampa Bay Buccaneers,Mike Evans,/players/mike-evans-evansmi03,WR,2021,,,,,,,9.0,8
263,2014,1,10,Detroit Lions,Eric Ebron,/players/eric-ebron-ebroner01,TE,2014,,,,,,,9.0,1
263,2014,1,10,Detroit Lions,Eric Ebron,/players/eric-ebron-ebroner01,TE,2015,,,,,,,9.0,2
263,2014,1,10,Detroit Lions,Eric Ebron,/players/eric-ebron-ebroner01,TE,2016,,,,,,,9.0,3
263,2014,1,10,Detroit Lions,Eric Ebron,/players/eric-ebron-ebroner01,TE,2017,,,,,,,9.0,4
263,2014,1,10,Detroit Lions,Eric Ebron,/players/eric-ebron-ebroner01,TE,2018,,,,,,,9.0,5
263,2014,1,10,Detroit Lions,Eric Ebron,/players/eric-ebron-ebroner01,TE,2019,2019-11-25,Indianapolis (NFL),Placed on Injured Reserve (Ankle),2019.0,11.0,,11.0,6
263,2014,1,10,Detroit Lions,Eric Ebron,/players/eric-ebron-ebroner01,TE,2020,,,,,,,9.0,7
263,2014,1,10,Detroit Lions,Eric Ebron,/players/eric-ebron-ebroner01,TE,2021,2021-11-27,Pittsburgh (NFL),Placed on Injured Reserve (Knee),2021.0,11.0,,11.0,8
265,2014,1,12,New York Giants,Odell Beckham Jr.,/players/odell-beckham-beckhod01,WR,2014,,,,,,,9.0,1
265,2014,1,12,New York Giants,Odell Beckham Jr.,/players/odell-beckham-beckhod01,WR,2015,,,,,,,9.0,2
265,2014,1,12,New York Giants,Odell Beckham Jr.,/players/odell-beckham-beckhod01,WR,2016,,,,,,,9.0,3
265,2014,1,12,New York Giants,Odell Beckham Jr.,/players/odell-beckham-beckhod01,WR,2017,2017-10-09,NY Giants (NFL),Placed on Injured Reserve (Ankle),2017.0,10.0,,10.0,4
265,2014,1,12,New York Giants,Odell Beckham Jr.,/players/odell-beckham-beckhod01,WR,2018,,,,,,,9.0,5
265,2014,1,12,New York Giants,Odell Beckham Jr.,/players/odell-beckham-beckhod01,WR,2019,,,,,,,9.0,6
265,2014,1,12,New York Giants,Odell Beckham Jr.,/players/odell-beckham-beckhod01,WR,2020,2020-10-27,Cleveland (NFL),Placed on Injured Reserve (Knee),2020.0,10.0,,10.0,7
265,2014,1,12,New York Giants,Odell Beckham Jr.,/players/odell-beckham-beckhod01,WR,2021,,,,,,,9.0,8
273,2014,1,20,New Orleans Saints,Brandin Cooks,/players/brandin-cooks-cooksbr01,WR,2014,2014-11-18,New Orleans (NFL),Placed on Injured Reserve (Thumb),2014.0,11.0,,11.0,1
273,2014,1,20,New Orleans Saints,Brandin Cooks,/players/brandin-cooks-cooksbr01,WR,2015,,,,,,,9.0,2
273,2014,1,20,New Orleans Saints,Brandin Cooks,/players/brandin-cooks-cooksbr01,WR,2016,,,,,,,9.0,3
273,2014,1,20,New Orleans Saints,Brandin Cooks,/players/brandin-cooks-cooksbr01,WR,2017,,,,,,,9.0,4
273,2014,1,20,New Orleans Saints,Brandin Cooks,/players/brandin-cooks-cooksbr01,WR,2018,,,,,,,9.0,5
273,2014,1,20,New Orleans Saints,Brandin Cooks,/players/brandin-cooks-cooksbr01,WR,2019,,,,,,,9.0,6
273,2014,1,20,New Orleans Saints,Brandin Cooks,/players/brandin-cooks-cooksbr01,WR,2020,,,,,,,9.0,7
273,2014,1,20,New Orleans Saints,Brandin Cooks,/players/brandin-cooks-cooksbr01,WR,2021,,,,,,,9.0,8
275,2014,1,22,Cleveland Browns,Johnny Manziel,/players/johnny-manziel-manzijo01,QB,2014,2014-12-24,Cleveland (NFL),Placed on Injured Reserve (Hamstring),2014.0,12.0,,12.0,1
275,2014,1,22,Cleveland Browns,Johnny Manziel,/players/johnny-manziel-manzijo01,QB,2015,,,,,,,9.0,2
275,2014,1,22,Cleveland Browns,Johnny Manziel,/players/johnny-manziel-manzijo01,QB,2016,,,,,,,9.0,3
275,2014,1,22,Cleveland Browns,Johnny Manziel,/players/johnny-manziel-manzijo01,QB,2017,,,,,,,9.0,4
275,2014,1,22,Cleveland Browns,Johnny Manziel,/players/johnny-manziel-manzijo01,QB,2018,,,,,,,9.0,5
275,2014,1,22,Cleveland Browns,Johnny Manziel,/players/johnny-manziel-manzijo01,QB,2019,,,,,,,9.0,6
275,2014,1,22,Cleveland Browns,Johnny Manziel,/players/johnny-manziel-manzijo01,QB,2020,,,,,,,9.0,7
275,2014,1,22,Cleveland Browns,Johnny Manziel,/players/johnny-manziel-manzijo01,QB,2021,,,,,,,9.0,8
281,2014,1,28,Carolina Panthers,Kelvin Benjamin,/players/kelvin-benjamin-benjake01,WR,2014,,,,,,2021.0,9.0,1
281,2014,1,28,Carolina Panthers,Kelvin Benjamin,/players/kelvin-benjamin-benjake01,WR,2015,2015-09-01,Carolina (NFL),Placed on Injured Reserve (Knee),2015.0,9.0,2021.0,9.0,2
281,2014,1,28,Carolina Panthers,Kelvin Benjamin,/players/kelvin-benjamin-benjake01,WR,2016,,,,,,2021.0,9.0,3
281,2014,1,28,Carolina Panthers,Kelvin Benjamin,/players/kelvin-benjamin-benjake01,WR,2017,,,,,,2021.0,9.0,4
281,2014,1,28,Carolina Panthers,Kelvin Benjamin,/players/kelvin-benjamin-benjake01,WR,2018,,,,,,2021.0,9.0,5
281,2014,1,28,Carolina Panthers,Kelvin Benjamin,/players/kelvin-benjamin-benjake01,WR,2019,,,,,,2021.0,9.0,6
281,2014,1,28,Carolina Panthers,Kelvin Benjamin,/players/kelvin-benjamin-benjake01,WR,2020,,,,,,2021.0,9.0,7
281,2014,1,28,Carolina Panthers,Kelvin Benjamin,/players/kelvin-benjamin-benjake01,WR,2021,,,,,,2021.0,9.0,8
285,2014,1,32,Minnesota Vikings,Teddy Bridgewater,/players/teddy-bridgewater-bridgte01,QB,2014,,,,,,,9.0,1
285,2014,1,32,Minnesota Vikings,Teddy Bridgewater,/players/teddy-bridgewater-bridgte01,QB,2015,,,,,,,9.0,2
285,2014,1,32,Minnesota Vikings,Teddy Bridgewater,/players/teddy-bridgewater-bridgte01,QB,2016,2016-08-31,Minnesota (NFL),Placed on Injured Reserve (Knee),2016.0,8.0,,8.0,3
285,2014,1,32,Minnesota Vikings,Teddy Bridgewater,/players/teddy-bridgewater-bridgte01,QB,2017,2017-09-02,Minnesota (NFL),Placed on the Physically Unable to Perform List (Knee),2017.0,9.0,,9.0,4
285,2014,1,32,Minnesota Vikings,Teddy Bridgewater,/players/teddy-bridgewater-bridgte01,QB,2018,,,,,,,9.0,5
285,2014,1,32,Minnesota Vikings,Teddy Bridgewater,/players/teddy-bridgewater-bridgte01,QB,2019,,,,,,,9.0,6
285,2014,1,32,Minnesota Vikings,Teddy Bridgewater,/players/teddy-bridgewater-bridgte01,QB,2020,,,,,,,9.0,7
285,2014,1,32,Minnesota Vikings,Teddy Bridgewater,/players/teddy-bridgewater-bridgte01,QB,2021,,,,,,,9.0,8
289,2014,2,36,Oakland Raiders,Derek Carr,/players/derek-carr-carrde03,QB,2014,,,,,,,9.0,1
289,2014,2,36,Oakland Raiders,Derek Carr,/players/derek-carr-carrde03,QB,2015,,,,,,,9.0,2
289,2014,2,36,Oakland Raiders,Derek Carr,/players/derek-carr-carrde03,QB,2016,,,,,,,9.0,3
289,2014,2,36,Oakland Raiders,Derek Carr,/players/derek-carr-carrde03,QB,2017,,,,,,,9.0,4
289,2014,2,36,Oakland Raiders,Derek Carr,/players/derek-carr-carrde03,QB,2018,,,,,,,9.0,5
289,2014,2,36,Oakland Raiders,Derek Carr,/players/derek-carr-carrde03,QB,2019,,,,,,,9.0,6
289,2014,2,36,Oakland Raiders,Derek Carr,/players/derek-carr-carrde03,QB,2020,,,,,,,9.0,7
289,2014,2,36,Oakland Raiders,Derek Carr,/players/derek-carr-carrde03,QB,2021,,,,,,,9.0,8
291,2014,2,38,Tampa Bay Buccaneers,Austin Seferian-Jenkins,/players/austin-seferianjenkins-seferau01,TE,2014,2014-12-15,Tampa Bay (NFL),Placed on Injured Reserve (Back),2014.0,12.0,2019.0,12.0,1
291,2014,2,38,Tampa Bay Buccaneers,Austin Seferian-Jenkins,/players/austin-seferianjenkins-seferau01,TE,2015,,,,,,2019.0,9.0,2
291,2014,2,38,Tampa Bay Buccaneers,Austin Seferian-Jenkins,/players/austin-seferianjenkins-seferau01,TE,2016,,,,,,2019.0,9.0,3
291,2014,2,38,Tampa Bay Buccaneers,Austin Seferian-Jenkins,/players/austin-seferianjenkins-seferau01,TE,2017,,,,,,2019.0,9.0,4
291,2014,2,38,Tampa Bay Buccaneers,Austin Seferian-Jenkins,/players/austin-seferianjenkins-seferau01,TE,2018,2018-10-09,Jacksonville (NFL),Placed on Injured Reserve (Abdomen),2018.0,10.0,2019.0,10.0,5
